Entity1,Relation,Entity2
coronary artery disease,CAUSED,heart failure
hypertension,CAUSED,heart failure
heart failure,CAUSED,coronary artery disease
palpitations,CAUSED_BY,rapid heartbeat
rapid heartbeat,CAUSED_BY,catecholamines
chest discomfort,CAUSED_BY,esophageal reflux
esophageal reflux,CAUSED_BY,cervical disk disease
cervical disk disease,CAUSED_BY,arthritis of the shoulder or spine
arthritis of the shoulder or spine,CAUSED_BY,musculoskeletal disorders
musculoskeletal disorders,CAUSED_BY,gastrointestinal conditions
gastrointestinal conditions,CAUSED_BY,anxiety state
anxiety state,CAUSED,palpitations
palpitations,CAUSED_BY,catecholamines
fluid volume,AFFECTED_BY,hypertension
electrolyte composition,AFFECTED_BY,hypertension
heart failure,TREATED_BY,antihypertensive drugs
coronary artery disease,CAUSED,heart failure
hypertension,CAUSED,heart failure
heart failure,CAUSED,coronary artery disease
palpitations,CAUSED_BY,rapid heartbeat
rapid heartbeat,CAUSED_BY,catecholamines
chest discomfort,CAUSED_BY,esophageal reflux
esophageal reflux,CAUSED_BY,cervical disk disease
cervical disk disease,CAUSED_BY,arthritis of the shoulder or spine
arthritis of the shoulder or spine,CAUSED_BY,musculoskeletal disorders
musculoskeletal disorders,CAUSED_BY,gastrointestinal conditions
gastrointestinal conditions,CAUSED_BY,anxiety state
anxiety state,CAUSED,palpitations
palpitations,CAUSED_BY,catecholamines
fluid volume,AFFECTED_BY,hypertension
electrolyte composition,AFFECTED_BY,hypertension
heart failure,TREATED_BY,antihypertensive drugs
coronary artery disease,CAUSED,heart failure
hypertension,CAUSED,heart failure
heart failure,CAUSED,coronary artery disease
palpitations,CAUSED_BY,rapid heartbeat
rapid heartbeat,CAUSED_BY,catecholamines
chest discomfort,CAUSED_BY,esophageal reflux
esophageal reflux,CAUSED_BY,cervical disk disease
cervical disk disease,CAUSED_BY,arthritis of the shoulder or spine
arthritis of the shoulder or spine,CAUSED_BY,musculoskeletal disorders
musculoskeletal disorders,CAUSED_BY,gastrointestinal conditions
gastrointestinal conditions,CAUSED_BY,anxiety state
anxiety state,CAUSED,palpitations
palpitations,CAUSED_BY,catecholamines
fluid volume,AFFECTED_BY,hypertension
electrolyte composition,AFFECTED_BY,hypertension
heart failure,TREATED_BY,antihypertensive drugs
coronary artery disease,CAUSED,heart failure
hypertension,CAUSED,heart failure
heart failure,CAUSED,coronary artery disease
palpitations,CAUSED_BY,rapid heartbeat
rapid heartbeat,CAUSED_BY,catecholamines
chest discomfort,CAUSED_BY,esophageal reflux
esophageal reflux,CAUSED_BY,cervical disk disease
cervical disk disease,CAUSED_BY,arthritis of the shoulder or spine
arthritis of the shoulder or spine,CAUSED_BY,musculoskeletal disorders
musculoskeletal disorders,CAUSED_BY,gastrointestinal conditions
gastrointestinal conditions,CAUSED_BY,anxiety state
anxiety state,CAUSED,palpitations
palpitations,CAUSED_BY,catecholamines
fluid volume,AFFECTED_BY,hypertension
electrolyte composition,AFFECTED_BY,hypertension
heart failure,TREATED_BY,antihypertensive drugs
coronary artery disease,CAUSED,heart failure
hypertension,CAUSED,heart failure
heart failure,CAUSED,coronary artery disease
palpitations,CAUSED_BY,rapid heartbeat
rapid heartbeat,CAUSED_BY,catecholamines
chest discomfort,CAUSED_BY,esophageal reflux
esophageal reflux,CAUSED_BY,cervical disk disease
cervical disk disease,CAUSED_BY,arthritis of the shoulder or spine
arthritis of the shoulder or spine,CAUSED_BY,musculoskeletal disorders
musculoskeletal disorders,CAUSED_BY,gastrointestinal conditions
gastrointestinal conditions,CAUSED_BY,anxiety state
anxiety state,CAUSED,palpitations
palpitations,CAUSED_BY,catecholamines
fluid volume,AFFECTED_BY,hypertension
electrolyte composition,AFFECTED_BY,hypertension
heart failure,TREATED_BY,antihypertensive drugs
coronary artery disease,CAUSED,heart failure
hypertension,CAUSED,heart failure
heart failure,CAUSED,coronary artery disease
palpitations,CAUSED_BY,rapid heartbeat
rapid heartbeat,CAUSED_BY,catecholamines
chest discomfort,CAUSED_BY,esophageal reflux
esophageal reflux,CAUSED_BY,cervical disk disease
cervical disk disease,CAUSED_BY,arthritis of the shoulder or spine
arthritis of the shoulder or spine,CAUSED_BY,musculoskeletal disorders
musculoskeletal disorders,CAUSED_BY,gastrointestinal conditions
gastrointestinal conditions,CAUSED_BY,anxiety state
anxiety state,CAUSED,palpitations
palpitations,CAUSED_BY,catecholamines
fluid volume,AFFECTED_BY,hypertension
electrolyte composition,AFFECTED_BY,hypertension
heart failure,TREATED_BY,antihypertensive drugs
coronary artery disease,CAUSED,heart failure
hypertension,CAUSED,heart failure
heart failure,CAUSED,coronary artery disease
palpitations,CAUSED_BY,rapid heartbeat
rapid heartbeat,CAUSED_BY,catecholamines
chest discomfort,CAUSED_BY,esophageal reflux
esophageal reflux,CAUSED_BY,cervical disk disease
cervical disk disease,CAUSED_BY,arthritis of the shoulder or spine
arthritis of the shoulder or spine,CAUSED_BY,musculoskeletal disorders
musculoskeletal disorders,CAUSED_BY,gastrointestinal conditions
gastrointestinal conditions,CAUSED_BY,anxiety state
anxiety state,CAUSED,palpitations
palpitations,CAUSED_BY,catecholamines
fluid volume,AFFECTED_BY,hypertension
electrolyte composition,AFFECTED_BY,hypertension
heart failure,TREATED_BY,antihypertensive drugs
coronary artery disease,CAUSED,heart failure
hypertension,CAUSED,heart failure
heart failure,CAUSED,coronary artery disease
palpitations,CAUSED_BY,rapid heartbeat
rapid heartbeat,CAUSED_BY,catecholamines
bleeding,associated_with,preterm premature rupture of membranes
bleeding,associated_with,placental abruption
bacterial vaginosis,causes,spontaneous abortion
bacterial vaginosis,treated_by,treatment
inevitable abortion,characterized_by,crampy lower abdominal pain
inevitable abortion,characterized_by,cervical motion or adnexal tenderness
threatened abortion,characterized_by,vaginal bleeding
cervical polyps,considered_in_differential_diagnosis,threatened abortion
vaginitis,considered_in_differential_diagnosis,threatened abortion
cervical carcinoma,considered_in_differential_diagnosis,threatened abortion
gestational trophoblastic disease,considered_in_differential_diagnosis,threatened abortion
ectopic pregnancy,considered_in_differential_diagnosis,threatened abortion
trauma,considered_in_differential_diagnosis,threatened abortion
foreign body,considered_in_differential_diagnosis,threatened abortion
fetal cardiac activity,offers_prognostic_value,pregnancy outcome
fetal cardiac activity,detected_by,transvaginal ultrasonography
antiphospholipid antibodies,associated_with,recurrent pregnancy loss
antiphospholipid antibodies,associated_with,fetal cardiac activity
fetal distress,characterized_by,bradycardia
fetal distress,characterized_by,tachycardia
amniotic sac rupture,may_result_in,umbilical cord prolapse
amniotic sac rupture,may_result_in,fetal compromise
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
abdominopelvic trauma,evaluated_by,ultrasound
abdominopelvic trauma,evaluated_by,DPL
fetal heart rate,most_valuable_information,fetal viability
fetal heart rate,monitored_by,cardiotocographic device
fetal heart rate,monitored_by,bedside FAST ultrasound
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
abdominopelvic trauma,evaluated_by,ultrasound
abdominopelvic trauma,evaluated_by,DPL
fetal heart rate,most_valuable_information,fetal viability
fetal heart rate,monitored_by,cardiotocographic device
fetal heart rate,monitored_by,bedside FAST ultrasound
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
abdominopelvic trauma,evaluated_by,ultrasound
abdominopelvic trauma,evaluated_by,DPL
fetal heart rate,most_valuable_information,fetal viability
fetal heart rate,monitored_by,cardiotocographic device
fetal heart rate,monitored_by,bedside FAST ultrasound
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
abdominopelvic trauma,evaluated_by,ultrasound
abdominopelvic trauma,evaluated_by,DPL
fetal heart rate,most_valuable_information,fetal viability
fetal heart rate,monitored_by,cardiotocographic device
fetal heart rate,monitored_by,bedside FAST ultrasound
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
abdominopelvic trauma,evaluated_by,ultrasound
abdominopelvic trauma,evaluated_by,DPL
fetal heart rate,most_valuable_information,fetal viability
fetal heart rate,monitored_by,cardiotocographic device
fetal heart rate,monitored_by,bedside FAST ultrasound
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
abdominopelvic trauma,evaluated_by,ultrasound
abdominopelvic trauma,evaluated_by,DPL
fetal heart rate,most_valuable_information,fetal viability
fetal heart rate,monitored_by,cardiotocographic device
fetal heart rate,monitored_by,bedside FAST ultrasound
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
abdominopelvic trauma,evaluated_by,ultrasound
abdominopelvic trauma,evaluated_by,DPL
fetal heart rate,most_valuable_information,fetal viability
fetal heart rate,monitored_by,cardiotocographic device
fetal heart rate,monitored_by,bedside FAST ultrasound
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
abdominopelvic trauma,evaluated_by,ultrasound
abdominopelvic trauma,evaluated_by,DPL
fetal heart rate,most_valuable_information,fetal viability
fetal heart rate,monitored_by,cardiotocographic device
fetal heart rate,monitored_by,bedside FAST ultrasound
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
abdominopelvic trauma,evaluated_by,ultrasound
abdominopelvic trauma,evaluated_by,DPL
fetal heart rate,most_valuable_information,fetal viability
fetal heart rate,monitored_by,cardiotocographic device
fetal heart rate,monitored_by,bedside FAST ultrasound
strong contractions,associated_with,true labor
pregnancy-induced hypertension,associated_with,preterm labor
pregnancy-induced hypertension,associated_with,gestational diabetes
pregnancy-induced hypertension,associated_with,congenital heart disease
pregnancy-induced hypertension,associated_with,placental abnormalities
gestational age,estimated_by,fundal height
64,Author,37
37,Author,1052
1052,Author,t2015
t2015,Author,Lillibridge M
Lillibridge M,Author,Higgs S
Higgs S,Author,t2015
t2015,Author,Guerra B
Guerra B,Author,Lazzarotto T
Lazzarotto T,Author,Quarta S
Quarta S,Author,t2015
t2015,Author,Hamilton SM
Hamilton SM,Author,Stevens DL
Stevens DL,Author,Bryant AE
Harjulehto T,Author,Aro T
Aro T,Author,Hovi T
Plasmodium falciparum,Pathogen,Malaria
Malaria,Disease,Plasmodium falciparum
Nigeria,Location,USA
USA,Location,Nigeria
West Nile virus,Pathogen,Staphylococcus aureus
Staphylococcus aureus,Pathogen,Enterococcus
Enterococcus,Pathogen,E coli
E coli,Pathogen,Klebsiella pneumoniae
Klebsiella pneumoniae,Pathogen,Pseudomonas aeruginosa
Child,Location,Nigeria
Nigeria,Location,USA
USA,Location,Nigeria
Child,Disease,Malaria
Malaria,Disease,Plasmodium falciparum
Plasmodium falciparum,Pathogen,Malaria
Child,Symptoms,Fever
Fever,Symptom,Child
Child,Symptoms,Sweats
Sweats,Symptom,Child
Child,Examination,Splenomegaly
Splenomegaly,Examination,Child
Child,Laboratory,Hematocrit
Hematocrit,Laboratory,Child
Child,Laboratory,Platelets
Platelets,Laboratory,Child
Child,Laboratory,Creatinine
Creatinine,Laboratory,Child
Child,Laboratory,Bilirubin
Bilirubin,Laboratory,Child
Child,Treatment,Malaria
Malaria,Disease,Plasmodium falciparum
Plasmodium falciparum,Pathogen,Child
Child,Risk,UTI
UTI,Disease,Child
Child,Risk,S pneumoniae
S pneumoniae,Pathogen,Child
Child,Risk,H influenzae
H influenzae,Pathogen,Child
Child,Risk,N meningitidis
N meningitidis,Pathogen,Child
Child,Risk,Salmonella
Salmonella,Pathogen,Child
Child,Risk,IgG
IgG,Immunity,Child
Child,Vaccination,S pneumoniae vaccines
S pneumoniae vaccines,Vaccine,Child
Figure 96-1,Figure,Child
Child,Examination,Fever
Fever,Examination,Child
Child,Laboratory,Urinalysis
Urinalysis,Laboratory,Child
Child,Nutrition,Formula
Formula,Nutrition,Child
Child,Disease,Hydrocephalus
Hydrocephalus,Disease,Child
Child,Disease,Hypoglycemia
Hypoglycemia,Disease,Child
proteinuria,is caused by,exercise
proteinuria,is caused by,fever
proteinuria,is caused by,obesity
proteinuria,is caused by,congestive heart failure
proteinuria,is characterized by,albuminuria
albuminuria,is a type of,proteinuria
albuminuria,is characterized by,albumin
minimal change disease,is characterized by,albumin
poststreptococcal glomerulonephritis,is a cause of,proteinuria
poststreptococcal glomerulonephritis,is a cause of,pyuria
pyuria,is characterized by,leukocytes
pyuria,is a symptom of,urinary tract infection
urinary tract infection,is characterized by,bacteria
albumin,is a component of,urine
albumin,is a component of,blood
albumin,is a component of,plasma proteins
albumin,is lost in,urine
albumin,is lost in,nephrotic syndrome
nephrotic syndrome,is characterized by,hypoalbuminemia
nephrotic syndrome,is characterized by,hyperlipidemia
nephrotic syndrome,is characterized by,edema
nephrotic syndrome,is caused by,renal disease
renal disease,is a cause of,proteinuria
renal disease,is a cause of,nephrotic syndrome
renal disease,is characterized by,proteinuria
renal disease,is characterized by,albuminuria
kidney disease,is a cause of,proteinuria
kidney disease,is a cause of,nephrotic syndrome
kidney disease,is characterized by,proteinuria
kidney disease,is characterized by,albuminuria
diabetes,is a cause of,proteinuria
diabetes,is a cause of,nephrotic syndrome
amyloidosis,is a cause of,proteinuria
amyloidosis,is a cause of,nephrotic syndrome
minimal change disease,is a cause of,proteinuria
minimal change disease,is a cause of,nephrotic syndrome
FSGS,is a cause of,proteinuria
FSGS,is a cause of,nephrotic syndrome
membranous glomerulopathy,is a cause of,proteinuria
membranous glomerulopathy,is a cause of,nephrotic syndrome
IgA nephropathy,is a cause of,proteinuria
IgA nephropathy,is a cause of,nephrotic syndrome
albumin,is lost in,glomerulus
albumin,is lost in,proximal tubule
proteinuria,is diagnosed by,urinalysis
proteinuria,is diagnosed by,urine dipstick
urine dipstick,is used to diagnose,proteinuria
urine dipstick,is used to diagnose,albuminuria
urine dipstick,is used to diagnose,pyuria
urine dipstick,is used to diagnose,leukocytes
urine dipstick,is used to diagnose,bacteria
urine dipstick,is used to diagnose,RBCs
urine dipstick,is used to diagnose,RBC casts
urine dipstick,is used to diagnose,proteinuria
24-h urinary excretion,is used to diagnose,proteinuria
24-h urinary excretion,is used to diagnose,albuminuria
24-h urinary excretion,is used to diagnose,pyuria
24-h urinary excretion,is used to diagnose,leukocytes
24-h urinary excretion,is used to diagnose,bacteria
24-h urinary excretion,is used to diagnose,RBCs
24-h urinary excretion,is used to diagnose,RBC casts
protein/creatinine ratio,is used to diagnose,proteinuria
protein/creatinine ratio,is used to diagnose,albuminuria
protein/creatinine ratio,is used to diagnose,pyuria
protein/creatinine ratio,is used to diagnose,leukocytes
protein/creatinine ratio,is used to diagnose,bacteria
protein/creatinine ratio,is used to diagnose,RBCs
protein/creatinine ratio,is used to diagnose,RBC casts
proteinuria,is treated with,ACE inhibitors
ACE inhibitors,are used to treat,hypertension
ACE inhibitors,are used to treat,proteinuria
ACE inhibitors,are used to treat,nephrotic syndrome
diuretics,are used to treat,hypertension
diuretics,are used to treat,proteinuria
beta-blockers,are used to treat,hypertension
beta-blockers,are used to treat,proteinuria
macroalbuminuria,is a type of,proteinuria
macroalbuminuria,is characterized by,albumin
microalbuminuria,is a type of,proteinuria
microalbuminuria,is characterized by,albumin
nephrotic range,is a type of,proteinuria
nephrotic range,is characterized by,albumin
hypoproteinemia,is a symptom of,nephrotic syndrome
hypoproteinemia,is a symptom of,proteinuria
hyperlipidemia,is a symptom of,nephrotic syndrome
hyperlipidemia,is a symptom of,proteinuria
edema,is a symptom of,nephrotic syndrome
edema,is a symptom of,proteinuria
plasma cell dyscrasias,are a cause of,proteinuria
plasma cell dyscrasias,are a cause of,nephrotic syndrome
multiple myeloma,is a cause of,proteinuria
multiple myeloma,is a cause of,nephrotic syndrome
light chains,are lost in,urine
light chains,are lost in,nephrotic syndrome
light chains,are lost in,glomerulus
light chains,are lost in,proximal tubule
kidney disease,is a cause of,nephrotic syndrome
kidney disease,is characterized by,nephrotic syndrome
renal failure,is a complication of,plasma cell dyscrasias
renal failure,is a complication of,multiple myeloma
renal failure,is a complication of,nephrotic syndrome
urinary casts,are formed by,uromodulin
urinary casts,are formed by,Tamm-Horsfall protein
urinary casts,are found in,urine
urinary casts,are found in,nephrotic syndrome
urinary casts,are found in,kidney disease
urinary casts,are found in,glomerulonephritis
urinary casts,are found in,pyuria
urinary casts,are found in,leukocytes
urinary casts,are found in,bacteria
urinary casts,are found in,RBCs
urinary casts,are found in,RBC casts
uromodulin,is a component of,urinary casts
Tamm-Horsfall protein,is a component of,urinary casts
urine dipstick,is used to diagnose,urinary casts
24-h urinary excretion,is used to diagnose,urinary casts
protein/creatinine ratio,is used to diagnose,urinary casts
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
trimethoprim-sulfamethoxazole,TREATS,urinary tract infection
trimethoprim-sulfamethoxazole,TREATS,osteoporosis
osteoporosis,TREATED_BY,calcium supplement
sulfonamides,STRUCTURALLY_SIMILAR_TO,p-aminobenzoic acid (PABA
hyperthyroidism,TREATED_BY,medication
hypothyroidism,TREATED_BY,medication
methotrexate,TREATED,SLE
leflunomide,TREATED,SLE
mycophenolate mofetil,TREATED,SLE
cyclophosphamide,TREATED,SLE
bipolar disorder,TREATED_BY,medication
Tourette syndrome,TREATED_BY,medication
chlorpromazine,TREATED,emesis
emesis,PREVENTED_BY,metoclopramide
metoclopramide,TREATED,pruritus
fluoxetine,TREATED,major depressive episode
fluoxetine,INTERACTS_WITH,CYP450
amoxicillin,TREATED,bronchitis
pneumonia,TREATED_BY,penicillins
meningitis,TREATED_BY,penicillins
penicillins,STRUCTURALLY_SIMILAR_TO,cephalosporins
penicillins,STRUCTURALLY_SIMILAR_TO,monobactams
penicillins,STRUCTURALLY_SIMILAR_TO,carbapenems
penicillins,STRUCTURALLY_SIMILAR_TO,β-lactamase inhibitors
hypertension,TREATED_BY,hydrochlorothiazide
hypertension,TREATED_BY,lisinopril
Alzheimer's disease,TREATED_BY,donepezil
Alzheimer's disease,TREATED_BY,rivastigmine
Alzheimer's disease,TREATED_BY,galantamine
Alzheimer's disease,TREATED_BY,memantine
age-related macular degeneration,TREATED_BY,bevacizumab
age-related macular degeneration,TREATED_BY,ranibizumab
age-related macular degeneration,TREATED_BY,pegaptanib
rosacea,TREATED_BY,metronidazole
P. vivax,CAUSES,malaria
P. ovale,CAUSES,malaria
P. malariae,CAUSES,malaria
trimethoprim-sulfamethoxazole,INTERACTS_WITH,sulfonamides
sulfonamides,INTERACTS_WITH,p-aminobenzoic acid (PABA
methotrexate,INTERACTS_WITH,leflunomide
methotrexate,INTERACTS_WITH,mycophenolate mofetil
methotrexate,INTERACTS_WITH,cyclophosphamide
leflunomide,INTERACTS_WITH,mycophenolate mofetil
leflunomide,INTERACTS_WITH,cyclophosphamide
mycophenolate mofetil,INTERACTS_WITH,cyclophosphamide
fluoxetine,INTERACTS_WITH,CYP450
amoxicillin,INTERACTS_WITH,CYP450
penicillins,INTERACTS_WITH,CYP450
metoclopramide,INTERACTS_WITH,CYP450
domperidone,INTERACTS_WITH,CYP450
haloperidol,INTERACTS_WITH,CYP450
risperidone,INTERACTS_WITH,CYP450
chlorpromazine,INTERACTS_WITH,CYP450
donepezil,INTERACTS_WITH,CYP450
rivastigmine,INTERACTS_WITH,CYP450
galantamine,INTERACTS_WITH,CYP450
memantine,INTERACTS_WITH,CYP450
bevacizumab,INTERACTS_WITH,CYP450
ranibizumab,INTERACTS_WITH,CYP450
pegaptanib,INTERACTS_WITH,CYP450
metronidazole,INTERACTS_WITH,CYP450
trimethoprim-sulfamethoxazole,INTERACTS_WITH,sulfonamides
sulfonamides,INTERACTS_WITH,p-aminobenzoic acid (PABA
methotrexate,INTERACTS_WITH,leflunomide
methotrexate,INTERACTS_WITH,mycophenolate mofetil
methotrexate,INTERACTS_WITH,cyclophosphamide
leflunomide,INTERACTS_WITH,mycophenolate mofetil
leflunomide,INTERACTS_WITH,cyclophosphamide
mycophenolate mofetil,INTERACTS_WITH,cyclophosphamide
fluoxetine,INTERACTS_WITH,CYP450
amoxicillin,INTERACTS_WITH,CYP450
penicillins,INTERACTS_WITH,CYP450
metoclopramide,INTERACTS_WITH,CYP450
domperidone,INTERACTS_WITH,CYP450
haloperidol,INTERACTS_WITH,CYP450
