Entity1,Relation,Entity2
Hydrogen,Can form,One covalent bond
Oxygen,Can form,Two covalent bonds
Sulfur,Can form,Two covalent bonds
Nitrogen,Can form,Three covalent bonds
Carbon,Can form,Four covalent bonds
Phosphorus,Can form,Five covalent bonds
Biological systems,Contain,Distinct types of molecules
Biological systems,Contain,Thousands of atoms
Generations,Alternate,Haploid and diploid
Generations,Allow,Asexual and sexual reproduction
Asexual reproduction,Produces,Haploid individuals
Asexual reproduction,Produces,Gametophytes
Sexual reproduction,Produces,Diploid individuals
Sexual reproduction,Produces,Sporophytes
Zygote,Forms,Result of fertilization
Sperm,Fertilizes,Egg
Egg,Fertilizes,Sperm
Immune system,Attacks,Allergen
Immune system,Causes,Symptoms of allergy
Allergen,Causes,Symptoms of allergy
Circulatory systems,Link,Exchange surfaces with cells
Circulatory systems,Exchange,Substances with cells
Enzymes,Are critical to,Body's healthy functioning
Enzymes,Assist,Breakdown of food
Enzymes,Assist,Conversion of food to energy
Chemical reactions,Are facilitated by,Enzymes
Chemical fertilizers,Prevent,Dead zones in bodies of water
Chemical fertilizers,Are used in,Agriculture
Wetlands,Preserve,Biodiversity
Wetlands,Provide,Habitat for organisms
Wetlands,Filter,Runoff
Wetlands,Slow down,Runoff
Earth,Contains,Thorium
Thorium,Decays to,Protactinium
Protactinium,Is a product of,Thorium decay
DNA,Is controlled by,Regulatory proteins
Regulatory proteins,Bind to,Regulatory elements
Regulatory proteins,Activate or repress,Transcription
Transcription,Is controlled by,Regulatory proteins
Energy,Is produced from,Food
Energy,Is produced from,Chemical reactions
Biological systems,Contain,Molecules
Biological systems,Contain,Atoms
Molecules,Have distinct properties,Atoms from which they are composed
Atoms,Form a covalent bond,Van der Waals surface
Van der Waals surface,Merges,Atoms in a covalent bond
Hydrogen,Is a component of,Molecules
Oxygen,Is a component of,Molecules
Sulfur,Is a component of,Molecules
Nitrogen,Is a component of,Molecules
Carbon,Is a component of,Molecules
Phosphorus,Is a component of,Molecules
Biological systems,Contain,Distinct types of molecules
Generations,Alternate,Haploid and diploid
Generations,Allow,Asexual and sexual reproduction
Asexual reproduction,Produces,Haploid individuals
Asexual reproduction,Produces,Gametophytes
Sexual reproduction,Produces,Diploid individuals
Sexual reproduction,Produces,Sporophytes
Zygote,Forms,Result of fertilization
Sperm,Fertilizes,Egg
Egg,Fertilizes,Sperm
Immune system,Attacks,Allergen
Immune system,Causes,Symptoms of allergy
Allergen,Causes,Symptoms of allergy
Circulatory systems,Link,Exchange surfaces with cells
Circulatory systems,Exchange,Substances with cells
Enzymes,Are critical to,Body's healthy functioning
Enzymes,Assist,Breakdown of food
Enzymes,Assist,Conversion of food to energy
Chemical reactions,Are facilitated by,Enzymes
Chemical fertilizers,Prevent,Dead zones in bodies of water
Chemical fertilizers,Are used in,Agriculture
Wetlands,Preserve,Biodiversity
Wetlands,Provide,Habitat for organisms
Wetlands,Filter,Runoff
Wetlands,Slow down,Runoff
Earth,Contains,Protactinium
Protactinium,Is a product of,Thorium decay
DNA,Is controlled by,Regulatory proteins
Regulatory proteins,Bind to,Regulatory elements
Regulatory proteins,Activate or repress,Transcription
Transcription,Is controlled by,Regulatory proteins
Energy,Is produced from,Food
Energy,Is produced from,Chemical reactions
Biological systems,Contain,Molecules
Biological systems,Contain,Atoms
Molecules,Have distinct properties,Atoms from which they are composed
Atoms,Form a covalent bond,Van der Waals surface
Van der Waals surface,Merges,Atoms in a covalent bond
Hydrogen,Is a component of,Molecules
Oxygen,Is a component of,Molecules
Sulfur,Is a component of,Molecules
Nitrogen,Is a component of,Molecules
Carbon,Is a component of,Molecules
Phosphorus,Is a component of,Molecules
Biological systems,Contain,Distinct types of molecules
Generations,Alternate,Haploid and diploid
Generations,Allow,Asexual and sexual reproduction
Asexual reproduction,Produces,Haploid individuals
Asexual reproduction,Produces,Gametophytes
Sexual reproduction,Produces,Diploid individuals
Sexual reproduction,Produces,Sporophytes
Zygote,Forms,Result of fertilization
Sperm,Fertilizes,Egg
Egg,Fertilizes,Sperm
Immune system,Attacks,Allergen
Immune system,Causes,Symptoms of allergy
Allergen,Causes,Symptoms of allergy
Circulatory systems,Link,Exchange surfaces with cells
Circulatory systems,Exchange,Substances with cells
Enzymes,Are critical to,Body's healthy functioning
Enzymes,Assist,Breakdown of food
Enzymes,Assist,Conversion of food to energy
Chemical reactions,Are facilitated by,Enzymes
Chemical fertilizers,Prevent,Dead zones in bodies of water
Chemical fertilizers,Are used in,Agriculture
Wetlands,Preserve,Biodiversity
Wetlands,Provide,Habitat for organisms
Wetlands,Filter,Runoff
Wetlands,Slow down,Runoff
Earth,Contains,Silicon
Silicon,Constitutes,Earth's crust
Silicon,Is a component of,Compounds with oxygen
Silicon,Is a component of,Compounds with boron
Silicon,Is a component of,Compounds with oxygen
Silicon,Is a component of,Compounds with boron
Silicon,Reacts with,Oxygen
Silicon,Reacts with,Boron
Silicon,Forms,Silicon dioxide
Silicon dioxide,Is a component of,Compounds with oxygen
Silicon dioxide,Is a component of,Compounds with boron
Silicon dioxide,Reacts with,Water
Silicon dioxide,Forms,Silicic acid
Silicic acid,Is a component of,Compounds with oxygen
Silicic acid,Is a component of,Compounds with boron
Silicic acid,Reacts with,Bases
Silicic acid,Forms,Silicates
Silicates,Are components of,Compounds with oxygen
Silicates,Are components of,Compounds with boron
Silicates,React with,Bases
Silicates,Form,Insoluble compounds
Silicates,Are used in,Ceramics
Silicates,Are used in,Glass
Silicates,Are used in,Paints
Silicates,Are used in,Adhesives
Silicates,Are used in,Pharmaceuticals
Silicates,Are used in,Food additives
Silicates,Are used in,Cosmetics
Silicates,Are used in,Textiles
Silicates,Are used in,Paper
Silicates,Are used in,Plastics
Silicates,Are used in,Rubber
Silicates,Are used in,Elastomers
Silicates,Are used in,Sealants
Silicates,Are used in,Coatings
Silicates,Are used in,Adhesives
Silicates,Are used in,Composites
Silicates,Are used in,Reinforced plastics
Silicates,Are used in,Fibers
Silicates,Are used in,Fillers
Silicates,Are used in,Pigments
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
Silicates,Are used in,Catalysts
Silicates,Are used in,Adsorbents
Silicates,Are used in,Ion exchange resins
Silicates,Are used in,Desiccants
