Entity1,Relation,Entity2
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
Hillary Clinton,Reference,situation
Hillary Clinton,Reference,speaker
Hillary Clinton,Reference,fact
Hillary Clinton,Reference,man
Hillary Clinton,Reference,grabbed
Hillary Clinton,Reference,arm
Hillary Clinton,Reference,forceful
Hillary Clinton,Reference,body part
Hillary Clinton,Reference,shoulder
Hillary Clinton,Reference,hand
narrator,is the person telling,story
narrator,is fond of,coach
coach,provides,guidance
coach,provides,support
coach,has,expertise
narrator,values,guidance
narrator,values,support
narrator,values,expertise
narrator,is telling,story
narrator,is recounting,experiences
narrator,felt,bored
narrator,was,traveling
type,is a classification of,news
he,feels,emotions
he,has,feelings
comments,are,statements
comments,are,remarks
contacts,are,lenses
narrator,is telling,story
narrator,is recounting,events
narrator,has,work
narrator,has,occupation
narrator,has,profession
narrator,is watching,trash TV
John,is getting on,train
how,is a query about,emotions
may,expresses,possibility
I,am,feeling
narrator,is telling,story
narrator,is recounting,experiences
narrator,is fond of,coach
narrator,felt,emotions
narrator,felt,sensations
type,is a classification of,news
he,feels,emotions
he,has,feelings
comments,are,statements
comments,are,remarks
contacts,are,lenses
narrator,has,work
narrator,has,occupation
narrator,has,profession
narrator,is watching,trash TV
John,is getting on,train
how,is a query about,emotions
may,expresses,possibility
I,am,feeling
narrator,is telling,story
narrator,is recounting,experiences
coach,trains,team
coach,guides,team
coach,provides,expertise
narrator,felt,emotions
narrator,felt,sensations
type,is a classification of,news
he,feels,emotions
he,has,feelings
comments,are,statements
comments,are,remarks
contacts,are,lenses
narrator,has,work
narrator,has,occupation
narrator,has,profession
narrator,is watching,trash TV
John,is getting on,train
how,is a query about,emotions
may,expresses,possibility
I,am,feeling
narrator,has,emotions
narrator,has,sensations
type,is a classification of,news
comments,are,statements
comments,are,remarks
contacts,are,lenses
narrator,has,work
narrator,has,occupation
narrator,has,profession
John,is getting on,train
how,is a query about,emotions
may,expresses,possibility
I,am,feeling
narrator,has,emotions
narrator,has,sensations
type,is a classification of,news
comments,are,statements
comments,are,remarks
contacts,are,lenses
narrator,has,work
narrator,has,occupation
narrator,has,profession
narrator,is watching,trash TV
John,is getting on,train
how,is a query about,emotions
may,expresses,possibility
I,am,feeling
narrator,has,emotions
narrator,has,sensations
coach,provides,guidance
coach,provides,support
coach,provides,expertise
narrator,values,guidance
narrator,values,support
narrator,values,expertise
narrator,felt,emotions
narrator,felt,sensations
type,is a classification of,news
he,feels,emotions
he,has,feelings
comments,are,statements
comments,are,remarks
contacts,are,lenses
narrator,has,work
narrator,has,occupation
narrator,has,profession
narrator,is watching,trash TV
John,is getting on,train
how,is a query about,emotions
may,expresses,possibility
I,am,feeling
narrator,is telling,story
narrator,is recounting,experiences
narrator,is fond of,coach
narrator,felt,emotions
narrator,felt,sensations
type,is a classification of,news
he,feels,emotions
he,has,feelings
comments,are,statements
comments,are,remarks
contacts,are,lenses
narrator,has,work
narrator,has,occupation
narrator,has,profession
narrator,is watching,trash TV
John,is getting on,train
how,is a query about,emotions
may,expresses,possibility
I,am,feeling
narrator,is telling,story
narrator,is recounting,experiences
narrator,is fond of,coach
narrator,felt,emotions
narrator,felt,sensations
type,is a classification of,news
he,feels,emotions
he,has,feelings
comments,are,statements
comments,are,remarks
Joey,excited,speaker
Joey,friend,Justin
Joey,friend,speaker
Justin,friend,speaker
Justin,friend,Joey
speaker,narrator,story
speaker,driving,others
driver,driving,others
narrator,driving,others
driver,commute,slow
woman,tram stop,location
speaker,perform,school
woman,happened,last night
Jack,stay,day or two
Jack,stay,location
speaker,tired,anemia
speaker,tired,diabetes
speaker,tired,hypothyroidism
speaker,myself,plausible fact
speaker,myself,characteristic
speaker,myself,trait
speaker,myself,experience
woman,tram stop,scenario
Asia,Home,mammal
narrator,Profession,writer
narrator,Role,main character
career,Profession,writer
verb,Action,decision
decision,Intention,career
move,Action,rooms
move,Transition,location
rooms,Space,building
rooms,Change,environment
sleep,Disruption,nightmares
seeing,Disruption,insomnia
over and over,Repetition,nightmares
narrator,Seeking,guidance
keys,Object,door
keys,Container,bowl
keys,Placement,counter
terrorists,Group,civilians
terrorists,Action,attack
attack,Violence,civilians
something,Action,decision
something,Action,behavior
done,Completion,action
animal,Species,mammal
animal,Habitat,home
writer,Profession,author
writer,Action,help
writer,Action,offer
help,Support,writer
help,Action,assistance
offer,Action,assistance
man,Person,writer
man,Person,narrator
move,Action,man
man,Character,narrator
man,Character,writer
rooms,Space,home
rooms,Change,location
home,Space,animal
home,Space,man
home,Space,writer
home,Space,narrator
light,Context,photography
photography,Context,light
career,Development,narrator
career,Development,writer
career,Profession,narrator
career,Profession,writer
decision,Intention,career
intention,Decision,career
intention,Decision,narrator
intention,Decision,writer
discomfort,Reason,move
insomnia,Disruption,sleep
insomnia,Disruption,seeing
insomnia,Disruption,nightmares
nightmares,Disruption,sleep
nightmares,Disruption,seeing
civilians,Target,attack
civilians,Target,terrorists
communities,Target,attack
communities,Target,terrorists
peace,Goal,stability
peace,Goal,civilians
stability,Goal,communities
stability,Goal,peace
something,Action,done
something,Action,decision
something,Action,behavior
done,Completion,action
done,Completion,decision
done,Completion,behavior
behavior,Action,decision
behavior,Action,something
behavior,Action,done
action,Action,decision
action,Action,behavior
action,Action,something
action,Action,done
decision,Intention,career
decision,Intention,narrator
decision,Intention,writer
insomnia,Disruption,sleep
insomnia,Disruption,seeing
insomnia,Disruption,nightmares
seeing,Disruption,insomnia
seeing,Disruption,nightmares
nightmares,Disruption,insomnia
nightmares,Disruption,seeing
writer,Action,help
writer,Action,offer
help,Action,writer
help,Action,offer
offer,Action,writer
offer,Action,help
man,Person,writer
man,Person,narrator
man,Move,writer
man,Move,narrator
rooms,Space,home
rooms,Space,man
rooms,Space,writer
rooms,Space,narrator
home,Space,animal
home,Space,man
home,Space,writer
home,Space,narrator
light,Context,photography
photography,Context,light
career,Profession,narrator
career,Profession,writer
career,Development,narrator
career,Development,writer
career,Profession,man
career,Development,man
decision,Intention,career
decision,Intention,narrator
decision,Intention,writer
decision,Intention,man
intention,Decision,career
intention,Decision,narrator
intention,Decision,writer
intention,Decision,man
move,Action,rooms
move,Action,man
move,Action,writer
move,Action,narrator
rooms,Space,home
rooms,Space,man
rooms,Space,writer
rooms,Space,narrator
rooms,Change,environment
rooms,Change,location
home,Space,animal
home,Space,man
home,Space,writer
home,Space,narrator
home,Space,rooms
home,Change,environment
home,Change,location
man,Person,writer
man,Person,narrator
man,Move,writer
man,Move,narrator
rooms,Space,home
rooms,Space,man
rooms,Space,writer
rooms,Space,narrator
rooms,Change,environment
rooms,Change,location
home,Space,animal
home,Space,man
home,Space,writer
home,Space,narrator
home,Space,rooms
home,Change,environment
home,Change,location
writer,Profession,man
writer,Action,help
writer,Action,offer
writer,Action,man
help,Action,writer
help,Action,man
offer,Action,writer
offer,Action,man
man,Person,writer
man,Person,narrator
man,Move,writer
man,Move,narrator
rooms,Space,home
rooms,Space,man
rooms,Space,writer
rooms,Space,narrator
rooms,Change,environment
rooms,Change,location
home,Space,animal
home,Space,man
home,Space,writer
home,Space,narrator
home,Space,rooms
home,Change,environment
home,Change,location
writer,Profession,man
writer,Action,help
writer,Action,offer
writer,Action,man
help,Action,writer
help,Action,man
offer,Action,writer
offer,Action,man
man,Person,writer
man,Person,narrator
man,Move,writer
man,Move,narrator
rooms,Space,home
rooms,Space,man
rooms,Space,writer
rooms,Space,narrator
rooms,Change,environment
rooms,Change,location
home,Space,animal
home,Space,man
home,Space,writer
home,Space,narrator
home,Space,rooms
home,Change,environment
home,Change,location
man,Person,writer
man,Person,narrator
man,Move,writer
man,Move,narrator
rooms,Space,home
rooms,Space,man
rooms,Space,writer
rooms,Space,narrator
rooms,Change,environment
rooms,Change,location
home,Space,animal
home,Space,man
home,Space,writer
home,Space,narrator
home,Space,rooms
home,Change,environment
home,Change,location
writer,Profession,man
writer,Action,help
writer,Action,offer
writer,Action,man
help,Action,writer
help,Action,man
offer,Action,writer
offer,Action,man
man,Person,writer
man,Person,narrator
man,Move,writer
man,Move,narrator
rooms,Space,home
rooms,Space,man
rooms,Space,writer
rooms,Space,narrator
rooms,Change,environment
rooms,Change,location
home,Space,animal
home,Space,man
home,Space,writer
home,Space,narrator
home,Space,rooms
home,Change,environment
home,Change,location
writer,Profession,man
writer,Action,help
writer,Action,offer
writer,Action,man
help,Action,writer
help,Action,man
offer,Action,writer
offer,Action,man
man,Person,writer
man,Person,narrator
man,Move,writer
man,Move,narrator
rooms,Space,home
rooms,Space,man
rooms,Space,writer
rooms,Space,narrator
rooms,Change,environment
rooms,Change,location
home,Space,animal
home,Space,man
home,Space,writer
home,Space,narrator
home,Space,rooms
home,Change,environment
home,Change,location
writer,Profession,man
writer,Action,help
writer,Action,offer
writer,Action,man
help,Action,writer
help,Action,man
offer,Action,writer
offer,Action,man
man,Person,writer
man,Person,narrator
man,Move,writer
man,Move,narrator
rooms,Space,home
rooms,Space,man
rooms,Space,writer
rooms,Space,narrator
narrator,has_diet,diet
diet,is_type_of,veganism
diet,is_type_of,keto
diet,is_type_of,dinner date
narrator,belongs_to,clubs
clubs,is_interest_of,narrator
narrator,goes_on,dinner date
narrator,may_feel,feeling
narrator,is_now,feeling
narrator,is_writing,letter
narrator,has_aunt,aunt
narrator,has_good_day,good day
narrator,is_traveler,traveler
narrator,provides,explanation
explanation,is_suspicious,suspicious
narrator,is_friend,friend
friend,causes,surprise
narrator,feels,pleased
narrator,feels,tired
impress,implies,social expectations
she,is,female
wind shear,influences,tornado
moisture,influences,tornado
instability,influences,tornado
narrator,has,technical expertise
narrator,is,omniscient observer
narrator,is,unreliable narrator
store policy,governs,retail establishment
he,engages in,drill
narrator,is,type of friend
situation,leads to,outcome
speaker,seeks,feedback
restaurant,provides,feedback
reviews,are,feedback
narrator,has,voice
narrator,has,tone
narrator,has,perspective
narrator,is,customer
narrative,has,themes
narrative,has,symbolism
narrative,has,meaning
narrator,influences,narrative
friendships,are,relationships
he,engages in,drill
narrator,is,type of friend
situation,leads to,outcome
speaker,seeks,feedback
restaurant,provides,feedback
reviews,are,feedback
narrator,has,voice
narrator,has,tone
narrator,has,perspective
narrator,is,customer
narrative,has,themes
narrative,has,symbolism
narrative,has,meaning
narrator,influences,narrative
friendships,are,relationships
he,engages in,drill
narrator,is,type of friend
situation,leads to,outcome
speaker,seeks,feedback
restaurant,provides,feedback
reviews,are,feedback
narrator,has,voice
narrator,has,tone
narrator,has,perspective
narrator,is,customer
narrative,has,themes
narrative,has,symbolism
narrative,has,meaning
narrator,influences,narrative
friendships,are,relationships
he,engages in,drill
narrator,is,type of friend
situation,leads to,outcome
speaker,seeks,feedback
restaurant,provides,feedback
reviews,are,feedback
narrator,has,voice
narrator,has,tone
narrator,has,perspective
narrator,is,customer
narrative,has,themes
narrative,has,symbolism
narrative,has,meaning
narrator,influences,narrative
friendships,are,relationships
he,engages in,drill
narrator,is,type of friend
situation,leads to,outcome
speaker,seeks,feedback
restaurant,provides,feedback
reviews,are,feedback
narrator,has,voice
narrator,has,tone
narrator,has,perspective
narrator,is,customer
narrative,has,themes
narrative,has,symbolism
narrative,has,meaning
narrator,influences,narrative
friendships,are,relationships
he,engages in,drill
narrator,is,type of friend
situation,leads to,outcome
speaker,seeks,feedback
restaurant,provides,feedback
reviews,are,feedback
narrator,has,voice
narrator,has,tone
narrator,has,perspective
narrator,is,customer
narrative,has,themes
narrative,has,symbolism
narrative,has,meaning
narrator,influences,narrative
friendships,are,relationships
he,engages in,drill
narrator,is,type of friend
situation,leads to,outcome
speaker,seeks,feedback
restaurant,provides,feedback
reviews,are,feedback
narrator,has,voice
narrator,has,tone
narrator,has,perspective
narrator,is,customer
narrative,has,themes
narrative,has,symbolism
narrative,has,meaning
narrator,influences,narrative
friendships,are,relationships
he,engages in,drill
narrator,is,type of friend
customer,is related to,satisfaction
customer,provides,reviews
quality,of,food
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
