idx,Entity
219, Columbus
220, Isabella I of Castile
221, Spain
222, Bartolomé de las Casas
223, Columbus
224, journal
225, Catholic Monarchs
226, Columbus
227, Isabella I of Castile
228, Spain
229, Bartolomé de las Casas
230, Columbus
231, journal
232, Catholic Monarchs
233, Columbus
234, Isabella I of Castile
235, Spain
236, Bartolomé de las Casas
237, Columbus
238, journal
239, Catholic Monarchs
240, Columbus
241, Isabella I of Castile
242, Spain
243, Bartolomé de las Casas
244, Columbus
245, journal
246, Catholic Monarchs
247, Columbus
248, Isabella I of Castile
249, Spain
250, Bartolomé de las Casas
251, Columbus
252, journal
253, Catholic Monarchs
254, Columbus
255, Isabella I of Castile
256, Spain
257, Bartolomé de las Casas
258, Columbus
259, journal
260, Catholic Monarchs
261, Columbus
262, Isabella I of Castile
263, Spain
264, Bartolomé de las Casas
265, Columbus
266, journal
267, Catholic Monarchs
268, Columbus
269, Isabella I of Castile
270, Spain
271, Bartolomé de las Casas
272, Columbus
273, journal
274, Catholic Monarchs
275, Columbus
276, Isabella I of Castile
277, Spain
278, Bartolomé de las Casas
279, Columbus
280, journal
281, Catholic Monarchs
282, Columbus
283, Isabella I of Castile
284, Spain
285, Bartolomé de las Casas
286, Columbus
287, journal
288, Catholic Monarchs
289, Columbus
290, Isabella I of Castile
291, Spain
292, Bartolomé de las Casas
293, Columbus
294, journal
295, Catholic Monarchs
296, Columbus
297, Isabella I of Castile
298, Spain
299, Bartolomé de las Casas
300, Columbus
301, journal
302, Catholic Monarchs
303, Columbus
304, Isabella I of Castile
305, Spain
306, Bartolomé de las Casas
307, Columbus
308, journal
309, Catholic Monarchs
310, Columbus
311, Isabella I of Castile
312, Spain
313, Bartolomé de las Casas
314, Columbus
315, journal
316, Catholic Monarchs
317, Columbus
318, Isabella I of Castile
319, Spain
320, Bartolomé de las Casas
321, Columbus
322, journal
323, Catholic Monarchs
324, Columbus
325, Isabella I of Castile
326, Spain
327, Bartolomé de las Casas
328, Columbus
329, journal
330, Catholic Monarchs
331, Columbus
332, Isabella I of Castile
333, Spain
334, Bartolomé de las Casas
335, Columbus
336, journal
337, Catholic Monarchs
338, Columbus
339, Isabella I of Castile
340, Spain
341, Bartolomé de las Casas
342, Columbus
343, journal
344, Catholic Monarchs
345, Columbus
346, Isabella I of Castile
347, Spain
348, Bartolomé de las Casas
349, Columbus
350, journal
351, Catholic Monarchs
352, Columbus
353, Isabella I of Castile
354, Spain
355, Bartolomé de las Casas
356, Columbus
357, journal
358, Catholic Monarchs
359, Columbus
360, Isabella I of Castile
361, Spain
362, Bartolomé de las Casas
363, Columbus
364, journal
365, Catholic Monarchs
366, Columbus
367, Isabella I of Castile
368, Spain
369, Bartolomé de las Casas
370, Columbus
371, journal
372, Catholic Monarchs
373, Columbus
374, Isabella I of Castile
375, Spain
376, Bartolomé de las Casas
377, Columbus
378, journal
379, Catholic Monarchs
380, Columbus
381, Isabella I of Castile
382, Spain
383, Bartolomé de las Casas
384, Columbus
385, journal
386, Catholic Monarchs
387, Columbus
388, Isabella I of Castile
389, Spain
390, Bartolomé de las Casas
391, Columbus
392, journal
393, Catholic Monarchs
394, Columbus
395, Isabella I of Castile
396, Spain
397, Bartolomé de las Casas
398, Columbus
399, journal
400, Catholic Monarchs
401, Columbus
402, Isabella I of Castile
403, Spain
404, Bartolomé de las Casas
405, Columbus
406, journal
407, Catholic Monarchs
408, Columbus
409, Isabella I of Castile
410, Spain
411, Bartolomé de las Casas
412, Columbus
413, journal
414, Catholic Monarchs
415, Columbus
416, Isabella I of Castile
417, Spain
418, Bartolomé de las Casas
419, Columbus
420, journal
421, Catholic Monarchs
422, Columbus
423, Isabella I of Castile
424, Spain
425, Bartolomé de las Casas
426, Columbus
427, journal
428, Catholic Monarchs
429, Columbus
430, Isabella I of Castile
431, Spain
432, Bartolomé de las Casas
433, Columbus
434, journal
435, Catholic Monarchs
436, Columbus
437, Isabella I of Castile
438, Spain
439, Bartolomé de las Casas
440, Columbus
441, journal
442, Catholic Monarchs
443, Columbus
444, Isabella I of Castile
445, Spain
446, Bartolomé de las Casas
447, Columbus
448, journal
449, Catholic Monarchs
450, Columbus
451, Isabella I of Castile
452, Spain
453, Bartolomé de las Casas
454, Columbus
455, journal
456, Catholic Monarchs
457, Columbus
458, Isabella I of Castile
459, Spain
460, Bartolomé de las Casas
461, Columbus
462, journal
463, Catholic Monarchs
464, Columbus
465, Isabella I of Castile
466, Spain
467, Bartolomé de las Casas
468, Columbus
469, journal
470, Catholic Monarchs
471, Columbus
472, Isabella I of Castile
473, Spain
474, Bartolomé de las Casas
475, Columbus
476, journal
477, Catholic Monarchs
478, Columbus
479, Isabella I of Castile
480, Spain
481, Bartolomé de las Casas
482, Columbus
483, journal
484, Catholic Monarchs
485, Columbus
486, Isabella I of Castile
487, Spain
488, Bartolomé de las Casas
489, Columbus
490, journal
491, Catholic Monarchs
492, Columbus
493, Isabella I of Castile
494, Spain
495, Bartolomé de las Casas
496, Columbus
497, journal
498, Catholic Monarchs
499, Columbus
500, Isabella I of Castile
501, Spain
502, Bartolomé de las Casas
503, Columbus
504, journal
505, Catholic Monarchs
506, Columbus
507, Isabella I of Castile
508, Spain
509, Bartolomé de las Casas
510, Columbus
511, journal
512, Catholic Monarchs
513, Columbus
514, Isabella I of Castile
515, Spain
516, Bartolomé de las Casas
517, Columbus
518, journal
519, Catholic Monarchs
520, Columbus
521, Isabella I of Castile
522, Spain
523, Bartolomé de las Casas
524, Columbus
525, journal
526, Catholic Monarchs
527, Columbus
528, Isabella I of Castile
529, Spain
530, Bartolomé de las Casas
531, Columbus
532, journal
533, Catholic Monarchs
534, Columbus
535, Isabella I of Castile
536, Spain
537, Bartolomé de las Casas
538, Columbus
539, journal
540, Catholic Monarchs
541, Columbus
542, Isabella I of Castile
543, Spain
544, Bartolomé de las Casas
545, Columbus
546, journal
547, Catholic Monarchs
548, Columbus
549, Isabella I of Castile
550, Spain
551, Bartolomé de las Casas
552, Columbus
553, journal
554, Catholic Monarchs
555, Columbus
556, Isabella I of Castile
557, Spain
558, Bartolomé de las Casas
559, Columbus
560, journal
561, Catholic Monarchs
562, Columbus
563, Isabella I of Castile
564, Spain
565, Bartolomé de las Casas
566, Columbus
567, journal
568, Catholic Monarchs
569, Columbus
570, Isabella I of Castile
571, Spain
572, Bartolomé de las Casas
573, Columbus
574, journal
575, Catholic Monarchs
576, Columbus
577, Isabella I of Castile
578, Spain
579, Bartolomé de las Casas
580, Columbus
581, journal
582, Catholic Monarchs
583, Columbus
584, Isabella I of Castile
585, Spain
586, Bartolomé de las Casas
587, Columbus
588, journal
589, Catholic Monarchs
590, Columbus
591, Isabella I of Castile
592, Spain
593, Bartolomé de las Casas
594, Columbus
595, journal
596, Catholic Monarchs
597, Columbus
598, Isabella I of Castile
599, Spain
600, Bartolomé de las Casas
601, Columbus
602, journal
603, Catholic Monarchs
604, Columbus
605, Isabella I of Castile
606, Spain
607, Bartolomé de las Casas
608, Columbus
609, journal
610, Catholic Monarchs
611, Columbus
612, Isabella I of Castile
613, Spain
614, Bartolomé de las Casas
615, Columbus
616, journal
617, Catholic Monarchs
618, Columbus
619, Isabella I of Castile
620, Spain
621, Bartolomé de las Casas
622, Columbus
623, journal
624, Catholic Monarchs
625, Columbus
626, Isabella I of Castile
627, Spain
628, Bartolomé de las Casas
629, Columbus
630, journal
631, Catholic Monarchs
632, Columbus
633, Isabella I of Castile
634, Spain
635, Bartolomé de las Casas
636, Columbus
637, journal
638, Catholic Monarchs
639, Columbus
640, Isabella I of Castile
641, Spain
642, Bartolomé de las Casas
643, Columbus
644, journal
645, Catholic Monarchs
646, Columbus
647, Isabella I of Castile
648, Spain
649, Bartolomé de las Casas
650, Columbus
651, journal
652, Catholic Monarchs
653, Columbus
654, Isabella I of Castile
655, Spain
656, Bartolomé de las Casas
657, Columbus
658, journal
659, Catholic Monarchs
660, Columbus
661, Isabella I of Castile
662, Spain
663, Bartolomé de las Casas
664, Columbus
665, journal
666, Catholic Monarchs
667, Columbus
668, Isabella I of Castile
669, Spain
670, Bartolomé de las Casas
671, Columbus
672, journal
673, Catholic Monarchs
674, Columbus
675, Isabella I of Castile
676, Spain
677, Bartolomé de las Casas
678, Columbus
679, journal
680, Catholic Monarchs
681, Columbus
682, Isabella I of Castile
683, Spain
684, Bartolomé de las Casas
685, Columbus
686, journal
687, Catholic Monarchs
688, Columbus
689, Isabella I of Castile
690, Spain
691, Bartolomé de las Casas
692, Columbus
693, journal
694, Catholic Monarchs
695, Columbus
696, Isabella I of Castile
697, Spain
698, Bartolomé de las Casas
699, Columbus
700, journal
701, Catholic Monarchs
702, Columbus
703, Isabella I of Castile
704, Spain
705, Bartolomé de las Casas
706, Columbus
707, journal
708, Catholic Monarchs
709, Columbus
710, Isabella I of Castile
711, Spain
712, Bartolomé de las Casas
713, Columbus
714, journal
715, Catholic Monarchs
716, Columbus
717, Isabella I of Castile
718, Spain
719, Bartolomé de las Casas
720, Columbus
721, journal
722, Catholic Monarchs
723, Columbus
724, Isabella I of Castile
725, Spain
726, Bartolomé de las Casas
727, Columbus
728, journal
729, Catholic Monarchs
730, Columbus
731, Isabella I of Castile
732, Spain
733, Bartolomé de las Casas
734, Columbus
735, journal
736, Catholic Monarchs
737, Columbus
738, Isabella I of Castile
739, Spain
740, Bartolomé de las Casas
741, Columbus
742, journal
743, Catholic Monarchs
744, Columbus
745, Isabella I of Castile
746, Spain
747, Bartolomé de las Casas
748, Columbus
749, journal
750, Catholic Monarchs
751, Columbus
752, Isabella I of Castile
753, Spain
754, Bartolomé de las Casas
755, Columbus
756, journal
757, Catholic Monarchs
758, Columbus
759, Isabella I of Castile
760, Spain
761, Bartolomé de las Casas
762, Columbus
763, journal
764, Catholic Monarchs
765, Columbus
766, Isabella I of Castile
767, Spain
768, Bartolomé de las Casas
769, Columbus
770, journal
771, Catholic Monarchs
772, Columbus
773, Isabella I of Castile
774, Spain
775, Bartolomé de las Casas
776, Columbus
777, journal
778, Catholic Monarchs
779, Columbus
780, Isabella I of Castile
781, Spain
782, Bartolomé de las Casas
783, Columbus
784, journal
785, Catholic Monarchs
786, Columbus
787, Isabella I of Castile
788, Spain
789, Bartolomé de las Casas
790, Columbus
791, journal
792, Catholic Monarchs
793, Columbus
794, Isabella I of Castile
795, Spain
796, Bartolomé de las Casas
797, Columbus
798, journal
799, Catholic Monarchs
800, Columbus
801, Isabella I of Castile
802, Spain
803, Bartolomé de las Casas
804, Columbus
805, journal
806, Catholic Monarchs
807, Columbus
808, Isabella I of Castile
809, Spain
810, Bartolomé de las Casas
811, Columbus
812, journal
813, Catholic Monarchs
814, Columbus
815, Isabella I of Castile
816, Spain
817, Bartolomé de las Casas
818, Columbus
819, journal
820, Catholic Monarchs
821, Columbus
822, Isabella I of Castile
823, Spain
824, Bartolomé de las Casas
825, Columbus
826, journal
827, Catholic Monarchs
828, Columbus
829, Isabella I of Castile
830, Spain
831, Bartolomé de las Casas
832, Columbus
833, journal
834, Catholic Monarchs
835, Columbus
836, Isabella I of Castile
837, Spain
838, Bartolomé de las Casas
839, Columbus
840, journal
841, Catholic Monarchs
842, Columbus
843, Isabella I of Castile
844, Spain
845, Bartolomé de las Casas
846, Columbus
847, journal
848, Catholic Monarchs
849, Columbus
850, Isabella I of Castile
851, Spain
852, Bartolomé de las Casas
853, Columbus
854, journal
855, Catholic Monarchs
856, Columbus
857, Isabella I of Castile
858, Spain
859, Bartolomé de las Casas
860, Columbus
861, journal
862, Catholic Monarchs
863, Columbus
864, Isabella I of Castile
865, Spain
866, Bartolomé de las Casas
867, Columbus
868, journal
869, Catholic Monarchs
870, Columbus
871, Isabella I of Castile
872, Spain
873, Bartolomé de las Casas
874, Columbus
875, journal
876, Catholic Monarchs
877, Columbus
878, Isabella I of Castile
879, Spain
880, Bartolomé de las Casas
881, Columbus
882, journal
883, Catholic Monarchs
884, Columbus
885, Isabella I of Castile
886, Spain
887, Bartolomé de las Casas
888, Columbus
889, journal
890, Catholic Monarchs
891, Columbus
892, Isabella I of Castile
893, Spain
894, Bartolomé de las Casas
895, Columbus
896, journal
897, Catholic Monarchs
898, Columbus
899, Isabella I of Castile
900, Spain
901, Bartolomé de las Casas
902, Columbus
903, journal
904, Catholic Monarchs
905, Columbus
906, Isabella I of Castile
907, Spain
908, Bartolomé de las Casas
909, Columbus
910, journal
911, Catholic Monarchs
912, Columbus
913, Isabella I of Castile
914, Spain
915, Bartolomé de las Casas
916, Columbus
917, journal
918, Catholic Monarchs
919, Columbus
920, Isabella I of Castile
921, Spain
922, Bartolomé de las Casas
923, Columbus
924, journal
925, Catholic Monarchs
926, Columbus
927, Isabella I of Castile
928, Spain
929, Bartolomé de las Casas
930, Columbus
931, journal
932, Catholic Monarchs
933, Columbus
934, Isabella I of Castile
935, Spain
936, Bartolomé de las Casas
937, Columbus
938, journal
939, Catholic Monarchs
940, Columbus
941, Isabella I of Castile
942, Spain
943, Bartolomé de las Casas
944, Columbus
945, journal
946, Catholic Monarchs
947, Columbus
948, Isabella I of Castile
949, Spain
950, Bartolomé de las Casas
951, Columbus
952, journal
953, Catholic Monarchs
954, Columbus
955, Isabella I of Castile
956, Spain
957, Bartolomé de las Casas
958, Columbus
959, journal
960, Catholic Monarchs
961, Columbus
962, Isabella I of Castile
963, Spain
964, Bartolomé de las Casas
965, Columbus
966, journal
967, Catholic Monarchs
968, Columbus
969, Isabella I of Castile
970, Spain
971, Bartolomé de las Casas
972, Columbus
973, journal
974, Catholic Monarchs
975, Columbus
976, Isabella I of Castile
977, Spain
978, Bartolomé de las Casas
979, Columbus
980, journal
981, Catholic Monarchs
982, Columbus
983, Isabella I of Castile
984, Spain
985, Bartolomé de las Casas
986, Columbus
987, journal
988, Catholic Monarchs
989, Columbus
990, Isabella I of Castile
991, Spain
992, Bartolomé de las Casas
993, Columbus
994, journal
995, Catholic Monarchs
996, Columbus
997, Isabella I of Castile
998, Spain
999, Bartolomé de las Casas
1000, Columbus
1001, journal
1002, Catholic Monarchs
1003, Columbus
1004, Isabella I of Castile
1005, Spain
1006, Bartolomé de las Casas
1007, Columbus
1008, journal
1009, Catholic Monarchs
1010, Columbus
1011, Isabella I of Castile
1012, Spain
1013, Bartolomé de las Casas
1014, Columbus
1015, journal
1016, Catholic Monarchs
1017, Columbus
1018, Isabella I of Castile
1019, Spain
1020, Bartolomé de las Casas
1021, Columbus
1022, journal
1023, Catholic Monarchs
1024, Columbus
1025, Isabella I of Castile
1026, Spain
1027, Bartolomé de las Casas
1028, Columbus
1029, journal
1030, Catholic Monarchs
1031, Columbus
1032, Isabella I of Castile
1033, Spain
1034, Bartolomé de las Casas
1035, Columbus
1036, journal
1037, Catholic Monarchs
1038, Columbus
1039, Isabella I of Castile
1040, Spain
1041, Bartolomé de las Casas
1042, Columbus
1043, journal
1044, Catholic Monarchs
1045, Columbus
1046, Isabella I of Castile
1047, Spain
1048, Bartolomé de las Casas
1049, Columbus
1050, journal
1051, Catholic Monarchs
1052, Columbus
1053, Isabella I of Castile
1054, Spain
1055, Bartolomé de las Casas
1056, Columbus
1057, journal
1058, Catholic Monarchs
1059, Columbus
1060, Isabella I of Castile
1061, Spain
1062, Bartolomé de las Casas
1063, Columbus
1064, journal
1065, Catholic Monarchs
1066, Columbus
1067, Isabella I of Castile
1068, Spain
1069, Bartolomé de las Casas
1070, Columbus
1071, journal
1072, Catholic Monarchs
1073, Columbus
1074, Isabella I of
1075,"Here are the extracted entities concatenated with commas:

Jimmy Doolittle"
1076, United States Air Force
1077, Cyber and Information Space Command
1078, Bundeswehr
1079, Ursula von der Leyen
1080, Bonn
1081, Sulejman Vokshi
1082, League of Prizren
1083, Albanian military
1084, Norwegian Cyber Defence Force
1085, James Harold Doolittle
1086, American aviation
1087, United States Army Air Corps
1088, Medal of Honor
1089, Attack on Pearl Harbor
1090, Twelfth Air Force
1091, North Africa
1092, Fifteenth Air Force
1093, Mediterranean
1094, Eighth Air Force
1095, Europe
1096, Central Military Commission
1097, Communist Party of China
1098, People's Republic of China
1099, Kenneth Coby
1100, Ursula Yancy
1101, Soundz
1102, Rihanna
1103, Barbadian recording artist
1104, Loud
1105, Skins
1106, Armani Jeans
1107, Emeli Sandé
1108, Naughty Boy
1109, Stargate
1110, Unapologetic
1111, Oprah Winfrey
1112, Canada
1113, France
1114, Ireland
1115, Switzerland
1116, United Kingdom
1117, UK R&B Chart
1118, Music of the Sun
1119," A Girl like Me.

However"
1120, considering the format you requested
1121, here are the entities in a more refined list
1122," excluding duplicates and combining some related entities:

Jimmy Doolittle"
1123, United States Air Force
1124, Cyber and Information Space Command
1125, Bundeswehr
1126, Ursula von der Leyen
1127, Bonn
1128, Sulejman Vokshi
1129, League of Prizren
1130, Albanian military
1131, Norwegian Cyber Defence Force
1132, James Harold Doolittle
1133, United States Army Air Corps
1134, Medal of Honor
1135, Twelfth Air Force
1136, North Africa
1137, Fifteenth Air Force
1138, Mediterranean
1139, Eighth Air Force
1140, Europe
1141, Central Military Commission
1142, Communist Party of China
1143, People's Republic of China
1144, Kenneth Coby
1145, Rihanna
1146, Barbadian recording artist
1147, Armani Jeans
1148, Emeli Sandé
1149, Unapologetic
1150, Oprah Winfrey
1151, Canada
1152, France
1153, Ireland
1154, Switzerland
1155, United Kingdom
1156, UK R&B Chart
1157, Music of the Sun
1158," A Girl like Me.

Here is the output in the requested format:

Jimmy Doolittle"
1159, United States Air Force
1160, Cyber and Information Space Command
1161, Bundeswehr
1162, Ursula von der Leyen
1163, Bonn
1164, Sulejman Vokshi
1165, League of Prizren
1166, Albanian military
1167, Norwegian Cyber Defence Force
1168, James Harold Doolittle
1169, United States Army Air Corps
1170, Medal of Honor
1171, Twelfth Air Force
1172, North Africa
1173, Fifteenth Air Force
1174, Mediterranean
1175, Eighth Air Force
1176, Europe
1177, Central Military Commission
1178, Communist Party of China
1179, People's Republic of China
1180, Kenneth Coby
1181, Rihanna
1182, Barbadian recording artist
1183, Armani Jeans
1184, Emeli Sandé
1185, Unapologetic
1186, Oprah Winfrey
1187, Canada
1188, France
1189, Ireland
1190, Switzerland
1191, United Kingdom
1192, UK R&B Chart
1193, Music of the Sun
1194, A Girl like Me
1195,"Here are the extracted entities concatenated with commas:

Rihanna"
1196, Pussycat Dolls
1197, Jay-Z
1198, Ne-Yo
1199, Black Eyed Peas
1200, Good Girl Gone Bad Tour
1201, Europe
1202, North America
1203, Oceania
1204, Asia
1205, Africa
1206, Pan-Malaysian Islamic Party
1207, Malaysia
1208, Evening News Arena
1209, Manchester
1210, England
1211," ""Good Girl Gone Bad Live"""
1212," ""Cheers (Drink to That)"""
1213, US
1214, Jameson Irish Whiskey
1215," ""Loud"""
1216, Andrew Harr
1217, Jermaine Jackson
1218, Stacy Barthe
1219, LP
1220, Corey Gibson
1221, Chris Ivery
1222, Lauren Christy
1223, Graham Edwards
1224, Avril Lavigne
1225, Scott Spock
1226," ""Let Go"""
1227," ""Do Ya Thang"""
1228, Terius Nash
1229," ""Talk That Talk"""
1230," ""Bad Girl"""
1231, Chris Brown
1232," ""Confessions of a Shopaholic"""
1233, The Pussycat Dolls
1234, Hollywood Records
1235, Ryan Brockington
1236, New York Post
1237, Michael Quinn
1238, BBC Music
1239," ""Phresh Out the Runway"""
1240, David Guetta
1241, Giorgio Tuinfort
1242, Unapologetic
1243, Who's That Chick?
1244, Rihanna
1245,"Here are the entities extracted from the text and concatenated with commas:

Corey Chorus"
1246, Rihanna
1247, Dan Balan
1248, Demi Lovato
1249, Ester Dean
1250, Robert Swire
1251, Gareth McGrillen
1252, Mikkel S. Eriksen
1253, Tor Erik Hermansen
1254, StarGate
1255, Knife Party
1256, Corey Gibson
1257, Rihanna
1258, NCAA Division I
1259, Columbus Crew Stadium
1260, Ohio
1261, NCAA Championship
1262, St. John's
1263, Maryland
1264, Santa Clara
1265, Indiana
1266, West Indian
1267," ""Rude Boy"""
1268," ""S&M"""
1269," ""Roc Me Out"""
1270," ""Watch n' Learn"""
1271, Chauncey Hollis
1272, Hit-Boy
1273, Renea
1274, NCAA Division I Men's Soccer Championship
1275, Home Depot Center
1276, Carson
1277, California
1278, Duke
1279, UC Santa Barbara
1280, Frank O'Bannon
1281, David M. McIntosh
1282, Andrew Horning
1283," James Richard ""Rick"" Perry"
1284, Donald Trump
1285, George W. Bush
1286, United States
1287, Texas
1288, United Kingdom
1289, South Korea
1290, November 7
1291, 2000
1292, December 14
1293, 2003
1294, December 12
1295, 2004
1296, March 4
1297, 1950
1298, 2011
1299, 2017
1300,"Here are the extracted entities concatenated with commas:

George W. Bush"
1301, Perry
1302, Frank Lewis O'Bannon
1303, United States
1304, Texas
1305, Indiana
1306, January 30
1307, 1930
1308, September 13
1309, 2003
1310, American
1311, Kenneth G. Ryden
1312, Indiana Statehouse
1313, Indianapolis
1314, bronze
1315, Anderson University Art Foundry
1316, February 2006
1317, Joseph Eugene Kernan
1318, April 8
1319, 1946
1320, Democratic Party
1321, South Bend
1322, Lieutenant Governor
1323, November 2
1324, 2004
1325, Mitch Daniels
1326, Office of Management and Budget
1327, Thomas Edmund Dewey
1328, March 24
1329, 1902
1330, March 16
1331, 1971
1332, New York
1333, 1943
1334, 1954
1335, Republican Party
1336, President
1337, Franklin D. Roosevelt
1338, 1944
1339, Harry S. Truman
1340, Dwight D. Eisenhower
1341, Richard M. Nixon
1342, David Martin McIntosh
1343, June 8
1344, 1958
1345, U.S. Representative
1346, Indiana's 2nd congressional district
1347, 1995
1348, 2001
1349, 2000
1350, Indiana's 5th congressional district
1351, 2012
1352, Club for Growth
1353, Memduh Oğuz
1354, December 2014
1355, Isparta
1356, 2010
1357, 2013
1358, Kırklareli
1359, 1999
1360, 2000
1361, Kocaeli
1362, 1996
1363, 1999
1364, Tekirdağ
1365, 1991
1366, 1992
1367, Burdur
1368, 1988
1369, 1991
1370, Kaymakam
1371, Hayashi castle
1372, Satoyamabe village
1373, Matsumoto city
1374, Nagano
1375, Japan
1376, Leskovec Castle
1377, Turn Castle
1378, Slovene
1379, Grad Turn
1380, Turn na Vrhu
1381, Turnska graščina
1382, Šrajbarski turn
1383, Grad Leskovec
1384, Thurn am Hart
1385, Leskovec pri Krškem
1386, Municipality of Krško
1387, southeastern Slovenia
1388, Cathcart Castle
1389, Linn Park
1390, Cathcart area
1391, southern Glasgow
1392, Scotland
1393," Sir John ""Jack"" Stewart-Clark"
1394,"Here are the extracted entities concatenated with commas:

3rd Baronet"
1395," Sir John ""Jack"" Stewart-Clark"
1396, John Audley
1397, Crayke Castle
1398, Audley's Castle
1399, Dundas Castle
1400, Castle Sinclair Girnigoe
1401, Kilmory Castle
1402, Het Oude Loo
1403, Het Loo Palace
1404, Junya Watanabe
1405, Rei Kawakubo
1406, Comme des Garçons
1407, Tricot
1408, Bunka Fashion College
1409, Tokyo
1410, Fukushima
1411, Japan
1412, Meikle Kilmory
1413, Isle of Bute
1414, Scotland
1415, Jamiesons of Kilmorie
1416, Bute
1417, Het Loo Palace
1418, Apeldoorn
1419, Netherlands
1420, Dutch Royal Family
1421, William Burn
1422, Dalmeny parish
1423, West Lothian
1424, Scotland
1425, Sir Jack Stewart-Clark
1426, Junya Watanabe Comme Des Garçons
1427, Paris
1428, Stuart Vevers
1429, Calvin Klein
1430, Bottega Veneta
1431, Givenchy
1432, Louis Vuitton
1433, Mulberry
1434, Luella Bartley
1435, Giles Deacon
1436, British Fashion Council
1437, Loewe
1438, Coach
1439, Elspeth Champcommunal
1440, Vogue
1441, Britain
1442, Europe
1443, European Parliament
1444, Strangford
1445, County Down
1446, Northern Ireland
1447, Strangford Lough
1448, Castleward
1449, Down District Council
1450, North Yorkshire
1451, England
1452, Crayke
1453, Church Hill
1454, Wick
1455, Caithness
1456, Clan Sinclair
1457, Meikle Kilmory
1458, Isle of Bute
1459, Scotland
1460, Rei Kawakubo
1461, Tricot
1462, Comme des Garçons Homme
