Entity1,Relation,Entity2
The Simpsons,originally aired on,Fox network
The Simpsons,originally aired in,United States
Bart,was punished by,Homer
Bart,spray-painted images of,Homer
Bart,"spray-painted images with the word ""dope"" all over",Springfield
Homer,was spray-painted by,Bart
Homer,"was spray-painted with the word ""dope"" all over",Springfield
Ignalina Nuclear Power Plant,Located in,Visaginas
Ignalina Nuclear Power Plant,Located in,Lithuania
Ignalina Nuclear Power Plant,Named after,Ignalina
Ignalina Nuclear Power Plant,Similar to,Chernobyl Nuclear Power Plant
Ignalina Nuclear Power Plant,Closed due to,Chernobyl Nuclear Power Plant
Ignalina Nuclear Power Plant,Closed in,December 2004
IAe.31 Colibrí,Designed by,Émile Dewoitine
IAe.31 Colibrí,Developed by,Instituto Aerotécnico
IAe.31 Colibrí,Initiated by,President Juan Perón
Music Encoding Initiative,Mirrors the work of,Text Encoding Initiative
Music Encoding Initiative,Shares common characteristics with,Text Encoding Initiative
Music Encoding Initiative,Governed by,MEI community
Music Encoding Initiative,Uses,XML Schema Language
Music Encoding Initiative,Uses,RelaxNG
Music Encoding Initiative,Uses,One-Document-Does-it-all
Focke-Wulf Ta 183,Designed as successor to,Messerschmitt Me 262
Focke-Wulf Ta 183,Developed into,FMA IAe 33 Pulqui II
Focke-Wulf Ta 183,Named after,Hans Huckebein der Unglücksrabe
Focke-Wulf Ta 183,Developed in,Argentina
Juan Domingo Perón,Served as,Minister of Labour
Juan Domingo Perón,Served as,Vice President
Juan Domingo Perón,Overthrown in,coup d'état
Victor Nendaka Bika,Belonged to,Congolese National Movement
Victor Nendaka Bika,Created,MNC-Nendaka
Victor Nendaka Bika,Head of,Sûreté Nationale du Congo
Victor Nendaka Bika,Head of,Congo's Security Services
Victor Nendaka Bika,Worked for,Patrice Lumumba
Patrice Lumumba,Belonged to,Congolese National Movement
Patrice Lumumba,Arrested by,Victor Nendaka Bika
Patrice Lumumba,Tortured by,Victor Nendaka Bika
Patrice Lumumba,Transferred by,Victor Nendaka Bika
Patrice Lumumba,Executed in,Elisabethville
Patrice Lumumba,Commissioned by,Lumumba's commission
Levitate,released as a single,iTunes
Back in Black,album,AC/DC
Back in Black,song,AC/DC
Back in Black,tribute to,Bon Scott
Back in Black,written by,Brian Johnson
Brian Johnson,recalled to,Mojo
Mojo,published,Brian Johnson
Brian Johnson,wrote,Back in Black
Back in Black,received,Master Ringtone Sales Award
Master Ringtone Sales Award,awarded to,Back in Black
Back in Black,reached,Platinum
Back in Black,released on,iTunes
Lynn F. Pett,mayor of,Murray
Lynn F. Pett,born in,Eureka
Lynn F. Pett,graduated from,University of Utah
Lynn F. Pett,studied,Biology
LaRell David Muir,mayor of,Murray
LaRell David Muir,renovated,Arlington Elementary School
LaRell David Muir,defeated by,Lavar McMillan
Joseph H. Stratton,mayor of,Murray
Joseph H. Stratton,defeated by,Chillion L. Miller
Chillion L. Miller,defeated,Joseph H. Stratton
Back in Black,received,Gold
Hollywood Undead,featured,Levitate
Levitate,released,iTunes
AC/DC,album,Back in Black
AC/DC,song,Back in Black
AC/DC,tribute to,Bon Scott
Brian Johnson,wrote,Back in Black
Mojo,published,Brian Johnson
Brian Johnson,wrote,Back in Black
Back in Black,received,Master Ringtone Sales Award
Master Ringtone Sales Award,awarded,Back in Black
Back in Black,reached,Platinum
Back in Black,released,iTunes
Lynn F. Pett,born,Eureka
Lynn F. Pett,graduated,University of Utah
Lynn F. Pett,studied,Biology
LaRell David Muir,mayor,Murray
LaRell David Muir,renovated,Arlington Elementary School
LaRell David Muir,defeated,Lavar McMillan
Joseph H. Stratton,mayor,Murray
Joseph H. Stratton,defeated,Chillion L. Miller
Chillion L. Miller,defeated,Joseph H. Stratton
Back in Black,received,Gold
Hollywood Undead,featured,Levitate
Levitate,released,iTunes
AC/DC,album,Back in Black
AC/DC,song,Back in Black
AC/DC,tribute to,Bon Scott
Brian Johnson,wrote,Back in Black
Mojo,published,Brian Johnson
Brian Johnson,wrote,Back in Black
Back in Black,received,Master Ringtone Sales Award
Master Ringtone Sales Award,awarded,Back in Black
Back in Black,reached,Platinum
Back in Black,released,iTunes
Lynn F. Pett,born,Eureka
Lynn F. Pett,graduated,University of Utah
Lynn F. Pett,studied,Biology
LaRell David Muir,mayor,Murray
LaRell David Muir,renovated,Arlington Elementary School
LaRell David Muir,defeated,Lavar McMillan
Joseph H. Stratton,mayor,Murray
Joseph H. Stratton,defeated,Chillion L. Miller
Chillion L. Miller,defeated,Joseph H. Stratton
Back in Black,received,Gold
Hollywood Undead,featured,Levitate
Levitate,released,iTunes
AC/DC,album,Back in Black
AC/DC,song,Back in Black
AC/DC,tribute to,Bon Scott
Brian Johnson,wrote,Back in Black
Mojo,published,Brian Johnson
Brian Johnson,wrote,Back in Black
Back in Black,received,Master Ringtone Sales Award
Master Ringtone Sales Award,awarded,Back in Black
Back in Black,reached,Platinum
Back in Black,released,iTunes
Lynn F. Pett,born,Eureka
Lynn F. Pett,graduated,University of Utah
Lynn F. Pett,studied,Biology
LaRell David Muir,mayor,Murray
LaRell David Muir,renovated,Arlington Elementary School
LaRell David Muir,defeated,Lavar McMillan
Joseph H. Stratton,mayor,Murray
Joseph H. Stratton,defeated,Chillion L. Miller
Chillion L. Miller,defeated,Joseph H. Stratton
Back in Black,received,Gold
Hollywood Undead,featured,Levitate
Levitate,released,iTunes
AC/DC,album,Back in Black
AC/DC,song,Back in Black
AC/DC,tribute to,Bon Scott
Brian Johnson,wrote,Back in Black
Mojo,published,Brian Johnson
Brian Johnson,wrote,Back in Black
Back in Black,received,Master Ringtone Sales Award
Master Ringtone Sales Award,awarded,Back in Black
Back in Black,reached,Platinum
Back in Black,released,iTunes
Lynn F. Pett,born,Eureka
Lynn F. Pett,graduated,University of Utah
Lynn F. Pett,studied,Biology
LaRell David Muir,mayor,Murray
LaRell David Muir,renovated,Arlington Elementary School
LaRell David Muir,defeated,Lavar McMillan
Joseph H. Stratton,mayor,Murray
Joseph H. Stratton,defeated,Chillion L. Miller
Chillion L. Miller,defeated,Joseph H. Stratton
Back in Black,received,Gold
Hollywood Undead,featured,Levitate
Levitate,released,iTunes
AC/DC,album,Back in Black
AC/DC,song,Back in Black
AC/DC,tribute to,Bon Scott
Brian Johnson,wrote,Back in Black
Mojo,published,Brian Johnson
12th Street Riot,is based on,Algiers Motel incident
12th Street Riot,occurred in,Detroit
John Boyega,starred in,12th Street Riot
Will Poulter,starred in,12th Street Riot
Algee Smith,starred in,12th Street Riot
Jason Mitchell,starred in,12th Street Riot
John Krasinski,starred in,12th Street Riot
Anthony Mackie,starred in,12th Street Riot
Tessa Lynne Thompson,played Jackie Cook,Veronica Mars
Tessa Lynne Thompson,played Sara Freeman,Copper
Tessa Lynne Thompson,played Nyla Adrose,For Colored Girls
Tessa Lynne Thompson,played Diane Nash,Selma
Tessa Lynne Thompson,played Bianca,Creed
Tessa Lynne Thompson,played Charlotte Hale,Westworld
Bayern München,played against,Borussia Dortmund
Bayern München,won,2008 DFB-Pokal Final
Bayern München,won,2009-10 DFB-Pokal
Bayern München,won,Fußball-Bundesliga
Bayern München,won,DFB-Pokal
Iztok Puc,played for,Borac Banja Luka
Iztok Puc,played for,Zagreb
Iztok Puc,played for,Celje
Iztok Puc,played for,Prule 67
Bayern München,lost,1985 DFB-Pokal Final
Bayern München,lost,1993 DFB-Pokal Final
Bayern München,won,2009-10 DFB-Pokal
Bayern München,won,2008-09 DFB-Pokal
12th Street Riot,is based on,Algiers Motel incident
John Boyega,starred in,12th Street Riot
Will Poulter,starred in,12th Street Riot
Algee Smith,starred in,12th Street Riot
Jason Mitchell,starred in,12th Street Riot
John Krasinski,starred in,12th Street Riot
Anthony Mackie,starred in,12th Street Riot
Tessa Lynne Thompson,played Jackie Cook,Veronica Mars
Tessa Lynne Thompson,played Sara Freeman,Copper
Tessa Lynne Thompson,played Nyla Adrose,For Colored Girls
Tessa Lynne Thompson,played Diane Nash,Selma
Tessa Lynne Thompson,played Bianca,Creed
Tessa Lynne Thompson,played Charlotte Hale,Westworld
Bayern München,played against,Borussia Dortmund
Bayern München,won,2008 DFB-Pokal Final
Bayern München,won,2009-10 DFB-Pokal
Bayern München,won,Fußball-Bundesliga
Bayern München,won,DFB-Pokal
Iztok Puc,played for,Borac Banja Luka
Iztok Puc,played for,Zagreb
Iztok Puc,played for,Celje
Iztok Puc,played for,Prule 67
Bayern München,lost,1985 DFB-Pokal Final
Bayern München,lost,1993 DFB-Pokal Final
Bayern München,won,2009-10 DFB-Pokal
Bayern München,won,2008-09 DFB-Pokal
1927,Directed,Frederic Zelnik
1927,Starring,Paul Wegener
1927,Starring,Valeska Stock
1927,Starring,Hermann Picha
1927,Based on,Gerhart Hauptmann
1927,Art direction,Andrej Andrejew
Lisandro Alonso,Born in,June 1975
Lisandro Alonso,Nationality,Argentine
Lisandro Alonso,Film,La libertad
La libertad,Screened in,Un Certain Regard
La libertad,Screened in,Cannes Film Festival
Lisandro Alonso,Film,Jauja
Jauja,Screened in,Un Certain Regard
Jauja,Screened in,Cannes Film Festival
Jauja,Won,FIPRESCI Prize
Lisandro Alonso,Award,FIPRESCI Prize
Dick Turpin,Directed by,Victor Hanbury
Dick Turpin,Directed by,John Stafford
Dick Turpin,Starring,Victor McLaglen
Dick Turpin,Starring,Jane Carr
Dick Turpin,Starring,Frank Vosper
Dick Turpin,Starring,James Finlayson
Dick Turpin,Starring,Cecil Humphreys
Dick Turpin,Based on,Harrison Ainsworth
La Commune,Directed by,Peter Watkins
La Commune,Based on,Harrison Ainsworth
La Commune,Location,Paris
La Commune,Year,1871
Red Shirts,Directed by,Goffredo Alessandrini
Red Shirts,Directed by,Francesco Rosi
Red Shirts,Starring,Anna Magnani
Red Shirts,Starring,Raf Vallone
Red Shirts,Starring,Alain Cuny
Red Shirts,Based on,Anita Garibaldi
Jauja,Directed by,Lisandro Alonso
Jauja,Based on,Anita Garibaldi
Jauja,Based on,Giuseppe Garibaldi
Immortal Gentleman,Directed by,Widgey R. Newman
Immortal Gentleman,Starring,Basil Gill
Immortal Gentleman,Starring,Rosalinde Fuller
Immortal Gentleman,Starring,Dennis Hoey
Immortal Gentleman,Won,FIPRESCI Prize
Cycas,Type genus,Cycadaceae
Cycas,Species,Cycas circinalis
Cycas circinalis,Endemic to,India
Cycas circinalis,Type of,Cycas
Cycas,Species,Cycas revoluta
Cycas revoluta,Native to,Japan
Cycas revoluta,Native to,Ryukyu Islands
Typhonium mirabile,Species of,Araceae
Typhonium mirabile,Found in,Australia
Typhonium mirabile,Described by,Alistair Hay
Lazarum mirabile,Described by,Alistair Hay
Cycas revoluta,Native to,Japan
Cycas revoluta,Native to,Ryukyu Islands
Carludovica,Genus in,Cyclanthaceae
Carludovica,Native to,Mexico
Carludovica,Native to,Guatemala
Carludovica,Native to,Ecuador
Carludovica,Native to,Bolivia
Carludovica,Named after,Charles IV of Spain
Carludovica,Named after,Maria Luisa of Parma
Akshay Kumar,Actor,Holiday: A Soldier Is Never Off Duty
Akshay Kumar,Actor,Main Khiladi Tu Anari
Akshay Kumar,Actor,Jaan-E-Mann
Saif Ali Khan,Actor,Holiday: A Soldier Is Never Off Duty
Saif Ali Khan,Actor,Main Khiladi Tu Anari
A. R. Murugadoss,Director,Holiday: A Soldier Is Never Off Duty
A. R. Murugadoss,Director,Thuppakki
Vipul Shah,Producer,Holiday: A Soldier Is Never Off Duty
Farhad,Actor,Holiday: A Soldier Is Never Off Duty
Govinda,Actor,Holiday: A Soldier Is Never Off Duty
Sonakshi Sinha,Actor,Holiday: A Soldier Is Never Off Duty
Shirish Kunder,Director,Jaan-E-Mann
Sajid Nadiawala,Producer,Jaan-E-Mann
Salman Khan,Actor,Jaan-E-Mann
Salman Khan,Actor,Mujhse Shaadi Karogi
Akshay Kumar,Actor,Mujhse Shaadi Karogi
Akshay Kumar,Actor,Barsaat
Bobby Deol,Actor,Barsaat
Twinkle Khanna,Actor,Barsaat
Rajesh Khanna,Father,Twinkle Khanna
Dharmendra,Father,Bobby Deol
Rajkumar Santoshi,Director,Barsaat
Shirish Kunder,Editor,Jaan-E-Mann
Shirish Kunder,Writer,Jaan-E-Mann
Shirish Kunder,Director,Jaan-E-Mann
Sajid Nadiawala,Producer,Jaan-E-Mann
Filmfare Awards,Award,Akshay Kumar
Huddersfield Town,Team,2010-11
Huddersfield Town,Team,Football League Championship
Millwall,Team,Huddersfield Town
Millwall,Team,2010-11
Millwall,Team,Football League Championship
Peterborough United,Team,Huddersfield Town
Peterborough United,Team,2010-11
Peterborough United,Team,Football League Championship
Old Trafford,Location,Huddersfield Town
Lydney,Team,National Division Two
Havant,Team,London Division 1
Hertford,Team,London Division 1
Reading,Team,South West Division 1
Huddersfield,Team,National League 2 North
Halifax,Team,National League 2 North
Nuneaton,Team,National League 2 North
Loughborough Students,Team,Midlands Division 1
Kendal,Team,National League 2 North
Huddersfield Town,Team,2010-11
Huddersfield Town,Team,League One
Millwall,Team,2010-11
Millwall,Team,League One
Peterborough United,Team,2010-11
Peterborough United,Team,League One
Old Trafford,Location,Huddersfield Town
Old Trafford,Location,Peterborough United
North Division 1,Location of,Halifax
North Division 1,Location of,Nuneaton
North Division 1,Location of,Kendal
North Division 1,Location of,Huddersfield
North Division 1,Location of,Cleckheaton
North Division 1,Location of,Bradford & Bingley
National League 2 North,Successor of,North Division 1
RFU,Organizer of,National League 2 North
Halifax,Relegated from,2007–08 National Division Two
Nuneaton,Relegated from,2007–08 National Division Two
Loughborough Students,Promoted from,Midlands Division 1
Kendal,Promoted from,North Division 1
Huddersfield,Promoted from,North Division 1
Rugby Lions,Transferred to,2008–09 National Division Three South
2008–09 National Division Three South,Location of,Rugby Lions
National League 2 North,Promotion to,National League 1
National League 2 North,No promotion playoff with,National Division Three South
Barking,Relegated from,2006–07 National Division Two
London Scottish,Promoted from,London Division 1
Ealing,Promoted from,London Division 1
Mounts Bay,Promoted from,South West Division 1
Luton,Promoted from,Midlands Division 1
National Division Three North,No promotion to,National Division Two
National Division Three North,Promotion playoff with,National Division Three South
Huddersfield Town Association Football Club,Location of,Huddersfield
Huddersfield Town Association Football Club,Competes in,Premier League
Huddersfield Town Development Squad,Reserve team of,Huddersfield Town
Huddersfield Town Development Squad,Competes in,Professional Development League 2 Northern Division
Huddersfield Town Development Squad,Finished 1st in,2013-14 season
Huddersfield Town Development Squad,Lost to,Queens Park Rangers
Queens Park Rangers,Defeated,Huddersfield Town Development Squad
Bedford Athletic,Promoted from,Midlands Division 1
Bradford & Bingley,Promoted from,North Division 1
Cleckheaton,Promoted from,North Division 1
Rugby Lions,Location of,North Division 1
Bedford Athletic,Location of,Midlands Division 1
Bradford & Bingley,Location of,North Division 1
Cleckheaton,Location of,North Division 1
National Division Three North,Champions promoted to,National Division Two
National Division Three North,Runners up playoff with,National Division Three South
Lemon Drop Kick,based in,Los Angeles
Lemon Drop Kick,member,Japanese
Lemon Drop Kick,member,American
Lemon Drop Kick,published work,The Fast and the Furious
Lemon Drop Kick,published work,PlayStation 2
Lemon Drop Kick,published work,PlayStation Portable
Lemon Drop Kick,developed by,Sony
Lemon Drop Kick,soundtrack,Into the Sun
Doctor Who Adventures,based on,Doctor Who
Doctor Who Adventures,published by,Immediate Media Company
Doctor Who Adventures,published by,Panini Comics
Doctor Who Adventures,published every fortnight,2008
Doctor Who Adventures,published weekly,2008
Doctor Who Adventures,published monthly,2014
Doctor Who Adventures,published bi-monthly,2016
Hunan Broadcasting System,formerly known as,Golden Eagle Broadcasting System
Hunan Broadcasting System,based in,Changsha
Hunan Broadcasting System,based in,Qinghai
Narrative Television Network,founded by,Jim Stovall
Narrative Television Network,received,Emmy Award
Narrative Television Network,received,Media Access Award
Narrative Television Network,received,International Film and Video Award
Mizlou Television Network,active,1962
Mizlou Television Network,active,1991
Mizlou Television Network,re-established,1992
Mizlou Television Network,based in,Tampa
Greg Cook,published in,Nickelodeon Magazine
Greg Cook,published in,Pulse
Greg Cook,published in,The Believer
Greg Cook,published in,New Art Examiner
Greg Cook,published in,Arthur
Greg Cook,published in,NON
Greg Cook,published in,L'Association's Comix 2000
Rede Manchete,founded by,Adolpho Bloch
Rede Manchete,based in,Rio de Janeiro
Rede Manchete,part of,Grupo Bloch
Rede Manchete,published by,Bloch Editores
KTN News Kenya,created by,Kenya Television Network
KTN News Kenya,based in,Kenya
KTN News Kenya,one of the fastest growing TV stations,Kenya
Sony,developed,PlayStation 2
Sony,developed,PlayStation Portable
Steven Seagal,starred in,Into the Sun
Immediate Media Company,published,Doctor Who Adventures
Panini Comics,published,Doctor Who Adventures
Jim Stovall,founded,Narrative Television Network
Jim Stovall,received,Emmy Award
Jim Stovall,received,Media Access Award
Jim Stovall,received,International Film and Video Award
Adolpho Bloch,founded,Rede Manchete
Adolpho Bloch,based in,Rio de Janeiro
Adolpho Bloch,part of,Grupo Bloch
Adolpho Bloch,published by,Bloch Editores
Grupo Bloch,published,Manchete
Grupo Bloch,part of,Rede Manchete
Bloch Editores,published,Manchete
Bloch Editores,part of,Grupo Bloch
Kenya Television Network,created,KTN News Kenya
Kenya Television Network,based in,Kenya
Kenya Television Network,one of the fastest growing TV stations,Kenya
TV stations,one of the fastest growing,KTN News Kenya
China,third biggest television network,Hunan Broadcasting System
China,third biggest television network,Golden Eagle Broadcasting System
China Central Television,biggest television network,China
JiangSu Broadcasting Corporation,biggest television network,China
Hunan Broadcasting System,based in,Changsha
Hunan Broadcasting System,based in,Qinghai
China Central Television,biggest television network,China
JiangSu Broadcasting Corporation,biggest television network,China
Jim Stovall,received,Emmy Award
Jim Stovall,received,Media Access Award
Jim Stovall,received,International Film and Video Award
Greg Cook,published in,Nickelodeon Magazine
Greg Cook,published in,Pulse
Greg Cook,published in,The Believer
Greg Cook,published in,New Art Examiner
Greg Cook,published in,Arthur
Greg Cook,published in,NON
Greg Cook,published in,L'Association's Comix 2000
Rede Manchete,founded by,Adolpho Bloch
Rede Manchete,based in,Rio de Janeiro
Rede Manchete,part of,Grupo Bloch
Rede Manchete,published by,Bloch Editores
KTN News Kenya,created by,Kenya Television Network
KTN News Kenya,based in,Kenya
KTN News Kenya,one of the fastest growing TV stations,Kenya
Sony,developed,PlayStation 2
Sony,developed,PlayStation Portable
Steven Seagal,starred in,Into the Sun
Immediate Media Company,published,Doctor Who Adventures
Panini Comics,published,Doctor Who Adventures
Jim Stovall,founded,Narrative Television Network
Jim Stovall,received,Emmy Award
Jim Stovall,received,Media Access Award
Jim Stovall,received,International Film and Video Award
Adolpho Bloch,founded,Rede Manchete
Adolpho Bloch,based in,Rio de Janeiro
Adolpho Bloch,part of,Grupo Bloch
Adolpho Bloch,published by,Bloch Editores
Grupo Bloch,published,Manchete
Grupo Bloch,part of,Rede Manchete
Bloch Editores,published,Manchete
Bloch Editores,part of,Grupo Bloch
Kenya Television Network,created,KTN News Kenya
