idx,Entity
470,Abuso de confianza
471,Academy Award
472,Academy Awards
473,Académie française
474,Ace in the Hole
475,Achaemenid Empire
476,Acharya Atreya
477,Acropolis of Athens
478,Acrotatus I
479,Actimates Barney
480,Actor
481,Actors Studio
482,Adalberon
483,Adam- 12
484,Adams Building
485,Adebayo Salami
486,Adela of Louvain
487,Adelaide of Aquitaine
488,Adelaide of Leuven
489,Adhemar of Chabannes
490,Adib Kheir
491,Adimai Pen
492,Adolfo Bioy Casares
493,Adolphe Menjou
494,Adoor Bhasi
495,Adrian Grenier
496,Adrian Johnson
497,Adulis
498,Afghanistan
499,African American
500,African-Americans
501,Aftab Shivdasani
502,Aftenposten
503,Aftermath Entertainment
504,Aftershock
505,Agatha of Lorraine
506,Age Doesn't Matter
507,Agent 47
508,Agesipolis II
509,Agnes and His Brothers
510,Agnes of Bavaria
511,Agnes of Brandenburg
512,Agnes of Faucigny
513,Agnes of Waiblingen
514,Agrigento
515,Agustín Carlos Castilla Marroquín
516,Ahvaz County
517,Aisin-Gioro Pu Yi
518,Ajay
519,Ajayanum Vijayanum
520,Akhenaten
521,Akinori Nagaoka
522,Akira Kurosawa
523,Akshay Kumar
524,Al Jolson
525,Al- Ittihad
526,Al- Qaeda
527,Al-Ittihad
528,Alabama
529,Alabok sa Ulap
530,Alain IX of Rohan
531,Alam Ara
532,Alan Chipp
533,Alan Foster
534,Alan Hale
535,Alan J. Pakula
536,Alan Lomax
537,Alan Rich
538,Alangudi Somu
539,Albania
540,Albanian
541,Albert
542,Albert Herman
543,Albert III Achilles
544,Albert IV
545,Albert Kennedy Rowswell
546,Albert Préjean
547,Albert S. Rogell
548,Albert Thompson
549,Albert Wilhelm Anton Brandon- Cremer
550,Albert of Brandenburg
551,Alberta
552,Albertine de Stael
553,Albertine line of the House of Wettin
554,Alberto Cavallone
555,Alberto Fuguet de Goyeneche
556,Alborz Province
557,Alcatraz
558,Aldborough
559,Alder Creek
560,Aldershot
561,Aldo Nova
562,Alduin I
563,Alejandro Anderson
564,Alejandro G. Iñárritu
565,Alejandro Galindo
566,Alessandro Genovesi
567,Alex Love
568,Alex Rider
569,Alex Vetchinsky
570,Alexander
571,Alexander D. Henderson University
572,Alexander Dawson Henderson
573,Alexander Dawson Henderson Jr
574,Alexander Hammid
575,Alexander Henderson
576,Alexander Korda
577,"Alexander Mair ""Sandy"" Courage Jr"
578,Alexandra Marvar
579,Alexandra Palace
580,Alexandru Cristea
581,Alf Sjöberg
582,Alfie Anido
583,Alfie Boe
584,Alfonso Cuarón
585,Alfred Abel
586,Alfred Böhm
587,Alfred E. Green
588,Alfred Hill
589,Alfred Hitchcock
590,Alfred Hitchcock Presents
591,Alfred J. Goulding
592,Alfred Oppenheim
593,Alfred Spellman
594,Alfred Toepfer Foundation
595,Alfredo Catalani
596,Algeria
597,Algirdas
598,Ali Baba
599,Ali Baba and the Forty Thieves
600,Ali Ejaz
601,Ali Kandi
602,Ali Khalifa Rahuma
603,Aliabad -e Nasir Khani
604,Alias – the Bad Man
605,Alibaba
606,Alibaba Aur 40 Chor
607,Alibabavum 40 Thirudargalum
608,Alice Brady
609,Alice Day
610,Alien Exorcism
611,Alison Krauss
612,All My Loved Ones
613,All Saints’ Church
614,AllMusic
615,Allan Dwan
616,Allen touring organ
617,Allington
618,Ally Sheedy
619,Alma Taylor
620,Almo High School
621,Almodis
622,Alone Among The Taliban
623,Alonso Mudarra
624,Alpes-de-Haute-Provence
625,Altai Krai
626,Alter Ego
627,Althorne
628,Althorne ward
629,Alvar-e Garmsiri District
630,Amalie of Brandenburg
631,Amalio Reyes
632,Amanda Awards
633,Amanda Pays
634,Amanda Peet
635,Amazing Rhythm Aces
636,Ambarish
637,Ambrose Dudley
638,Amedeo Escobar
639,Ameerjan
640,Amelia Dendy Howard-Gibbon
641,Amelia Frances Howard-Gibbon
642,Amelia Frances Howard-Gibbon Illustrator's Award
643,America
644,American
645,American Bandstand
646,American Beauty
647,American Cancer Society's Making Strides Against Breast Cancer Walk
648,American Civil War
649,American Desperado
650,American Experience
651,American Film Institute
652,American Fox Film Corporation
653,American Masters
654,American Monthly
655,American Monthly magazine
656,American Music Award
657,American Revolution
658,American Society of Cinematographers
659,American college basketball
660,American composer
661,American director
662,American documentary movement
663,American football
664,American musician
665,American popular music
666,American singer
667,American songwriter
668,American writer
669,Americas
670,Amesbury
671,Amitabh Bachchan
672,Amlash County
673,Amleto Palermi
674,Amore e rabbia
675,Amos Hall Kling
676,Amrita Arora
677,Amy Austria
678,Amy Hobby
679,Amy Tan
680,An Illustrated Comic Alphabet
681,An Jae-seok
682,Ana de Armas
683,Anastasia Barzee
684,Anatolie Urecheanu
685,Andimeshk County
686,Andrea Jeremiah
687,Andreas Gruber
688,Andreas Prochaska
689,Andrei Nekrasov
690,Andrei Tarkovsky
691,Andrew II of Hungary
692,Andrew Murray of Touchadam
693,Andrey Panin
694,André
695,André Morell
696,André Toulon
697,Andréa Ferréol
698,Andrée Lachapelle
699,Andrés Nusser
700,Andy
701,Andy Devine
702,Ang Babaing Nawawala sa Sarili
703,Ang Lahat ng Ito Pati ang Langit
704,Angali Rural District
705,Angela Winbush
706,Angels in the Outfield
707,Angie Ferro
708,Anglican tradition
709,Anglo- American
710,Angoulême
711,Anguilla
712,Anguillan
713,Ani Rural District
714,Anisha Ambrose
715,Anjali Devi
716,Anjelica Huston
717,Ann Carver
718,Ann Carver's Profession
719,Ann Guilbert
720,Ann Sothern
721,Anna Ben
722,Anna Brett
723,Anna Eliasson
724,Anna Feodorovna of Ratnie
725,Anna Karina
726,Anna Kendrick
727,Anna May Wong
728,Anna Neagle
729,Anna of Denmark
730,Anne Dacre
731,Anne Denman
732,Anne Fontaine
733,Anne Frank
734,Anne Midgette
735,Anne Nagel
736,Anne Russell
737,Anne Yelverton
738,Anne of Burgundy
739,Anne-Marie Cadieux
740,Annie Tate
741,Anorexia
742,Anorexia nervosa
743,Ansbach
744,Anschluss
745,Antarctic
746,Antelope
747,Anthony
748,Anthony Franciosa
749,Anthony Hardolph Eyre
750,Anthony Horowitz
751,Anthony LaPaglia
752,"Anthony M. ""Tony"" Monaco"
753,Anthony M. Dawson
754,Anthony Wonke
755,Anti-Communist
756,Antigone
757,Antipope Alexander V
758,Antoine
759,Anton Shunto
760,Antonio Carmine Di Bartolomeo
761,Antonio Margheriti
762,Antonio Quercia
763,Antonio Salieri
764,Antonio Trashorras
765,Antony Daisies
766,Anu Malik
767,Apex Digital
768,Apollo 8
769,April
770,April 10
771,April 20
772,April 22
773,April 24
774,April 25
775,April 26
776,April 3
777,April 7
778,April 9
779,April Blair
780,Apu
781,Apu trilogy
782,Apur Panchali
783,Ar Hyd y Nos
784,Aradan County
785,Arakhley
786,Arakhley Lake
787,Arbeiderbladet
788,Arc de Triomphe de l'Étoile
789,Archdiocese of New York
790,Archduchess Agnes Christina of Austria
791,Archduchess Gisela of Austria
792,Archduchess Gregoria Maximiliana of Austria
793,Archduchess Maria Carolina of Austria
794,Archduchess Maria Elisabeth of Austria
795,Archduchess Maria Theresa of Austria
796,Archduchess of Austria
797,Archduke Charles II of Austria
798,Archduke Ferdinand
799,Archduke Joseph August of Austria
800,Archduke Joseph Francis of Austria
801,Archduke Joseph Árpád Benedikt Ferdinand Franz Maria Gabriel
802,Archduke Karl Ludwig of Austria
803,Archduke Otto Franz Joseph Karl Ludwig Maria of Austria
804,Archibald McIndoe
805,Arctic
806,Ardabil Province
807,Ardestan County
808,Areus I
809,Argentina
810,Argentine
811,Argentine film director
812,Argentine pioneer film director
813,Argentine rugby union
814,Arielle Holmes
815,Arjun Mathur
816,Arjun Sarja
817,Arjunan Pillayum Anchu Makkalum
818,Armenia
819,Armenians
820,Armida Siguion Reyna
821,Armida Vendrell
822,Armour Research Foundation
823,Armstrong
824,Army Infantry
825,Arnold Moss
826,Art Smith
827,Artemisia I of Caria
828,Arthur Foss
829,Arthur Franz
830,Arthur Kennedy
831,Arthur Lubin
832,Arthur Pierson
833,Arthur Poister
834,Artie
835,Artur Berger
836,Arturo Toscanini
837,Arundel
838,Arundel Castle
839,Arzu Film
840,Ascension Island
841,Ascenso MX
842,Ash
843,Ashley MacIsaac
844,Ashok
845,Ashraf
846,Ashton Kutcher
847,Ashwattha
848,Asiran
849,Asit Sen
850,Asrani
851,Assassination of John F. Kennedy
852,Assisi
853,Associated First National Pictures
854,Assyria
855,Astrid Karina North Radmann
856,Astrid North
857,Astro
858,Astrology for the Millions
859,Astronomy
860,Así es la vida
861,At the Circus
862,At the Mercy of Men
863,Atco
864,Athens
865,Athens International Film and Video Festival
866,Atlanta
867,Atlantic Records
868,Atul Gogavale
869,Aubert Pallascio
870,Aubrey Wisberg
871,Auckland
872,Audience of One
873,Audrey Hepburn
874,Audrey Sheppard
875,August
876,August 10
877,August 11
878,August 19
879,August 1920
880,August 2007
881,August 21
882,August 24
883,August 28
884,August 3
885,August 30
886,August 31
887,August 8
888,August Strindberg
889,Augusto Genina
890,Augustus of Saxony
891,Austin
892,Austin Visschedyk
893,Australasia
894,Australia
895,Australian
896,Australian Broadcasting Corporation Radio
897,Australian Football League
898,Australian House of Representatives
899,Australian Labor Party
900,Australian Senate
901,Australian director
902,Australian film and TV director
903,Australian- American
904,Austria
905,Austria-Hungary
906,Austrian
907,Austrian filmmaker
908,Austro- Hungarian Monarchy
909,Autumn Leaves
910,Avant les rues
911,Avianca Flight 203
912,Avon Products
913,Avoriaz Fantastic Film Festival
914,Awaargi
915,Axel Corti
916,Ayesha Shroff
917,Ayitale
918,Aymer of Angoulême
919,B. Saroja Devi
920,BAFTA Award
921,BAFTA Awards
922,BBC
923,BBC One
924,BBC Radio
925,BBC World Service
926,BBC4
927,BCM
928,BCM Records
929,BSAC
930,BSAG
931,BaBa Arts Limited
932,Babar Ali
933,Babelsberg Studios
934,Babsy
935,Baby Doll
936,Baby Peggy
937,Backyard Dogs
938,Bad Company
939,Bad Girl
940,Bad Man of Deadwood
941,Bad Robot Productions
942,Baden- Baden
943,Badger
944,Bagheshlu
945,Baglan Mailybayev
946,Bahar County
947,Baku Yumemakura
948,Baldock
949,Baldwin II of Mons
950,Baldwin VI
951,Balthasar Zimmermann
952,Baltic Sea
953,Baltic Sea Action Group
954,Baltic Sea Action Plan
955,Baltic Sea Action Summit
956,Baltic Sea Advisory Council
957,Baltimore
958,Baltimore Orioles
959,Bandar-e Anzali County
960,Banditi a Orgosolo
961,Banja Luka
962,Banjo Paterson
963,Bank of America
964,Bank of Greece
965,Bar 20 Ranch
966,Baraan-e Shomali Rural District
967,Barbara Hale
968,Barbara Jane Mackle
969,Barbara Lynn
970,Barbara Nichols
971,Barcelonnette
972,Barney & Friends
973,Barney's Magical Musical Adventure
974,Barry Hines
975,Barton MacLane
976,Basht County
977,Bastamlu Rural District
978,Battle of Blood Island
979,Battle of Homildon Hill
980,Battle of the Bands
981,Bavanat County
982,Bavaria
983,Bavaria Film
984,Bavaria Studios
985,Bavarian Alps
986,Bavarian Royal House of Wittelsbach
987,Baylor University
988,Baywatch
989,Beast of Blood
990,Beatrice of Hungary
991,Beatrice of Montferrat
992,Beatrice of Naples
993,Beatrice of Savoy
994,Beatrice of Silesia
995,Beatriz Guido
996,Beaulieu-sur-Loire
997,Beausoleil
998,Beauty and the Bad Man
999,Beaverton
1000,Bebop Deluxe
1001,Beethoven
1002,Before the Devil Knows You're Dead
1003,Before the Streets
1004,Behabad
1005,Behbahan County
1006,Beijing Olympic Games
1007,Belle Watling
1008,Belly of the Beast
1009,Ben
1010,Ben Cura
1011,Ben Is Back
1012,Ben Oakland
1013,Ben Palmer
1014,Bend
1015,Benedict Arnold
1016,Benedictine
1017,Benjamin Carr
1018,Bennett Cohen
1019,Benny Mathews
1020,Beowulf
1021,Bereza Kartuska
1022,Berlin
1023,Berlin International Film Festival
1024,Bern
1025,Bernard Bonvoisin
1026,Bernard of Clairvaux
1027,Bernardo
1028,Bernardo Bertolucci
1029,Bernie Bonvoisin
1030,Bert Grund
1031,Bert Marcus
1032,Bert Wynne
1033,Bertha of Lorraine
1034,Bertha of Swabia
1035,Bess Armstrong
1036,Bessie Love
1037,Best Director
1038,Best Documentary
1039,Best Foot Forward
1040,Best Foreign Language Film
1041,Best Innovated Film Award
1042,Best Sound Editing
1043,Best Supporting Actor
1044,Best of Nollywood Awards
1045,Better Call Saul
1046,Betty Balfour
1047,Betty Blythe
1048,Betty Stockfeld
1049,Beverly Daniel Evans Jr
1050,Beverly Garland
1051,Beverly Hills
1052,Beverly Miller
1053,Bewitched
1054,Beyond the Sunset
1055,Bhagya Chakramu
1056,Bhale Dongalu
1057,Bhanumathi Ramakrishna
1058,Bharathiraja
1059,Big Boss Man
1060,Big Potato Records
1061,Bijar County
1062,Bilavar Rural District
1063,Bill Brett
1064,Bill Kenwright
1065,Bill Nelson
1066,Billancourt Studios
1067,Billboard
1068,Billboard 200 chart
1069,Billboard Hot Country Singles & Tracks
1070,Billboard Magazine
1071,Billboard Music Award
1072,Billboard magazine
1073,Billy Corben
1074,Billy Joel
1075,Billy King
1076,Billy Milano
1077,Billy Wilder
1078,Billy Young
1079,Billy Zane
1080,Biography Society of China
1081,Birjand County
1082,Birmingham
1083,Bishop
1084,Bishop of Elmham
1085,Bishop of Ljubljana
1086,Bithynia
1087,Bix Beiderbecke
1088,Bjarne Reuter
1089,Black Apache
1090,Black Butte
1091,Black Sea
1092,Blackmail
1093,Blade II
1094,Blame It on the Girls
1095,Blanche Craig
1096,Blanche Kerr Brock
1097,Blois
1098,Blood Devils
1099,Blood Island
1100,Blood and Sand
1101,Bloomberg News
1102,Blow Job
1103,Blu-ray
1104,Blue Busking
1105,Blue Dragon Film Awards
1106,Blue Streak
1107,Blues
1108,Bo' Selecta
1109,Bob Dylan
1110,Bob Krupinski
1111,Bob Random
1112,Bobbs- Merrill Company
1113,Bobby Connolly
1114,Bobby Darin
1115,Bobby Hatfield
1116,Boca Raton
1117,Bodega Bay Inn
1118,Bodleian Library
1119,Bodo Kox
1120,Body dysmorphia
1121,Bohdan Smishko
1122,Bohsia: Jangan Pilih Jalan Hitam
1123,Boland
1124,Bolehnići
1125,Bolesław IV of Warsaw
1126,Bolesław Januszowic
1127,Bolesław V of Warsaw
1128,Boljanići
1129,Bollywood
1130,Bologna Cinematheque
1131,Bombay Boys
1132,Bommalattam
1133,Bon Scott
1134,Bonaventure
1135,Bonita Granville
1136,Bonnie Raitt
1137,Book of Common Prayer
1138,Boom
1139,Booth Tarkington
1140,Border commissioners
1141,Boris Karloff
1142,Boris Spassky
1143,Boritzer
1144,Boscombe
1145,Bosnia and Herzegovina
1146,Boston
1147,Boston Conservatory
1148,Boston Herald
1149,Boston Red Sox
1150,Boston Women in Media& Entertainment
1151,Boston's Exceptional Women
1152,Botho Hoefer
1153,Botswana
1154,Bowen River
1155,Boy Meets World
1156,Bozo
1157,Brad Davis
1158,Brampton
1159,Brand U Media
1160,Brandenburg
1161,Brandenburg an der Havel
1162,Brandon
1163,Brandon- Cremer Players
1164,Breaking Bad
1165,Breda
1166,Brendan Sexton III
1167,Brian Dennehy
1168,Brian Johnson
1169,Brian O’ Malley
1170,Brian Patrick Kennedy
1171,Brian Saunders
1172,Bridal Shower
1173,Brides of Blood
1174,Bright Lights
1175,Brigitte Bardot
1176,Brigitte Helm
1177,Brisbane Broncos
1178,Brit Award
1179,Britain
1180,British
1181,British Academy of Music
1182,British Columbia
1183,British Empire
1184,British Film Institute
1185,British Film Institute's Top Ten
1186,British Guiana
1187,British blues
1188,British film
1189,British musician
1190,British publisher
1191,British- born
1192,Britt Ekland
1193,Broadway
1194,Broken Journey
1195,Bronx
1196,Brookline
1197,Brooklyn
1198,Brooklyn Center
1199,Brooklyn Center High School
1200,Brooklyn Dodgers
1201,Brothers of Mercy of Mechelen
1202,Bruce Almighty
1203,Bruce Cabot
1204,Bruce Lee
1205,Bruce Lee: The Star of Stars
1206,Bruce Li
1207,Bruce McCulloch
1208,Bruce Vilanch
1209,Bruceploitation
1210,Bruceploitation genre
1211,Bruno Dary
1212,Bruno Kastner
1213,Brunswick
1214,Brunswick Records
1215,Brunswick- Lüneburg
1216,Brzeg
1217,Buck
1218,Buck Peters
1219,Buckinghamshire
1220,Buddha
1221,Buddy DeSylva
1222,Buddy Diliberto
1223,Buddy Duress
1224,Buenos Aires
1225,Buenos Aires Underground
1226,Bulgaria
1227,Burbank
1228,Burradon
1229,Burt Mustin
1230,Burt Reynolds
1231,Busby Berkeley
1232,Bushehr County
1233,Bushehr Province
1234,Buster Keaton
1235,Bute
1236,Butler County
1237,Buzi Rural District
1238,BuzzFeed
1239,Buzzell
1240,By Sidney Lumet
1241,Byron
1242,Béarn
1243,Béatrice d' Albon
1244,Béatrice de Coligny
1245,Béatrix de Cusance
1246,C. S. Rao
1247,C.F. Johnston
1248,CBE
1249,CBS
1250,CCM
1251,CD
1252,CD single
1253,CMMA
1254,CNN
1255,CO2
1256,CONMEBOL
1257,COYOTE
1258,Cabaret
1259,Cabbagetown
1260,Cabildo
1261,Cabin Fever
1262,Café de Paris
1263,Calderwood
1264,Caleb Landry Jones
1265,Caliente
1266,California
1267,California Perfume Company
1268,Camacha
1269,Cambridge
1270,Cambridge University
1271,Camera Running - 75 Years of Norwegian Film Production
1272,Cameroon
1273,Camilla Pistorello
1274,Campbellton
1275,Camperdown
1276,Can You Ever Forgive Me
1277,Can't You Hear the Wind Howl
1278,Canada
1279,Canadian
1280,Canadian Library Association
1281,Canadian Student Film Festival
1282,Canadian illustrator
1283,Canal Street
1284,Canarino
1285,Canberra
1286,Candy O' Terry
1287,Cannes
1288,Cannes Film Festival
1289,Cannibal Ferox
1290,Cantinflas
1291,Canton
1292,Cape Spear
1293,Capitol Records
1294,Cappadocian Greeks
1295,Capri- Fischer
1296,Captain Clarence Howden
1297,Captain Tugboat Annie
1298,Captain Wrongel
1299,Cardiff
1300,Caria
1301,Carl Goetz
1302,Carl Gustav
1303,Carl Gustav Guckelberger
1304,Carl Michael Alfred Steinberg
1305,Carl Möhner
1306,Carlo
1307,Carlo Agazzi
1308,Carlo Andreoli
1309,Carlo Cesi
1310,Carlo Cesio
1311,Carlo Cicada
1312,Carlo Cicala
1313,Carlo Colonna
1314,Carlo James Curley
1315,Carlo Lizzani
1316,Carlo Paolo Agazzi
1317,Carlo Ponti
1318,Carlos Torres Ríos
1319,Carlyle Blackwell
1320,Carmen Laforet
1321,Carnegie Hall
1322,Carolingians
1323,Carroll Baker
1324,Carry On
1325,Carsick
1326,Caryn Krooth
1327,Casbah Recording Studio
1328,Caspar Babypants
1329,Castle of Blood
1330,Cat Ballou
1331,Cat People
1332,Catalino Ortiz Brocka
1333,Cathedral of St Michael and St George
1334,Catherine Brockholes
1335,Catherine Doucet
1336,Catherine I
1337,Catherine Keener
1338,Catherine Tate
1339,Catherine of Brandenburg- Küstrin
1340,Catherine of Lorraine
1341,Cavalry Charge
1342,Cavezzo
1343,Cayley
1344,Cecil B. DeMille
1345,Cecil B. Demented
1346,Cecil Lewis
1347,Cecilia Fusco
1348,Cedar City
1349,Celia Imrie
1350,Cementerio Británico
1351,Center
1352,Center High School
1353,Center Independent School District
1354,Center Unified School District
1355,Central American and Caribbean Games
1356,Central Australia
1357,Central District
1358,Central District of Khoda Afarin County
1359,Central Otago
1360,Central Park
1361,Central Powers
1362,Central Queensland
1363,Central Queensland Capras
1364,Central South Music
1365,Centro Sperimentale di Cinematografia
1366,Cesar Gaviria
1367,Chad Michael Collins
1368,Chafteh Darreh- ye Vosţá
1369,Chah -e Haji Issa
1370,Chah -e Haji Jalal
1371,Chah -e Haji Karim
1372,Chah -e Haji Qolamnabi
1373,Chah -e Haji Shah Mohammad
1374,Chah -e Shah Mohammad
1375,Chahak Rural District
1376,Chahar Farizeh Rural District
1377,Chahar Qaleh- ye Vosta
1378,Chaharkuh Rural District
1379,Chaharmahal and Bakhtiari Province
1380,Chahār Qal
1381,Chakrapani
1382,Chakwal
1383,Chance Meeting
1384,Chandrakant Singh
1385,Chang Chen
1386,Chang'e 4 spacecraft
1387,Chardavol County
1388,Charles
1389,Charles A. Miller
1390,Charles Band
1391,Charles Brandon
1392,Charles Brunier
1393,Charles C. Coleman
1394,Charles Clifford Coleman
1395,Charles Cosby
1396,Charles David Denler
1397,Charles Day
1398,Charles Giblyn
1399,Charles Henri of Lorraine
1400,Charles Howard
1401,Charles I of Austria
1402,Charles II
1403,Charles II of Cleves
1404,Charles III
1405,Charles IV
1406,Charles K. Gifford
1407,Charles Kenyon
1408,Charles King
1409,Charles Louis
1410,Charles Louis I
1411,Charles Louis Pubereaux
1412,Charles Louis d'Albert de Luynes
1413,Charles Louis' minority
1414,Charles Louis' mother
1415,Charles Louis' son
1416,Charles Martel of Anjou
1417,Charles Murray
